"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01001374","Caerphilly 001A","W06000018","Caerphilly",1467,274,271,236,432,254,1495,285,274,242,429,265,0.019086571,0.040145985,0.011070111,0.025423729,-0.006944444,0.043307087
"W01001375","Caerphilly 001B","W06000018","Caerphilly",1513,220,288,257,455,293,1481,214,267,252,456,292,-0.021150033,-0.027272727,-0.072916667,-0.019455253,0.002197802,-0.003412969
"W01001376","Caerphilly 001C","W06000018","Caerphilly",1551,324,272,309,335,311,1551,317,281,309,338,306,0,-0.021604938,0.033088235,0,0.008955224,-0.01607717
"W01001406","Caerphilly 001D","W06000018","Caerphilly",1917,303,344,344,565,361,1942,300,353,336,569,384,0.01304121,-0.00990099,0.026162791,-0.023255814,0.007079646,0.063711911
"W01001428","Caerphilly 001E","W06000018","Caerphilly",1288,300,229,233,316,210,1272,298,227,238,300,209,-0.01242236,-0.006666667,-0.008733624,0.021459227,-0.050632911,-0.004761905
"W01001429","Caerphilly 001F","W06000018","Caerphilly",1149,192,155,213,335,254,1127,193,153,208,325,248,-0.019147084,0.005208333,-0.012903226,-0.023474178,-0.029850746,-0.023622047
"W01001360","Caerphilly 002A","W06000018","Caerphilly",1310,240,231,221,355,263,1346,254,230,218,364,280,0.027480916,0.058333333,-0.004329004,-0.013574661,0.025352113,0.064638783
"W01001361","Caerphilly 002B","W06000018","Caerphilly",1191,213,227,211,329,211,1197,221,223,221,326,206,0.005037783,0.037558685,-0.017621145,0.047393365,-0.009118541,-0.023696682
"W01001384","Caerphilly 002C","W06000018","Caerphilly",1559,301,297,306,419,236,1621,304,299,314,439,265,0.039769083,0.009966777,0.006734007,0.026143791,0.047732697,0.122881356
"W01001385","Caerphilly 002D","W06000018","Caerphilly",1599,260,304,283,411,341,1543,250,293,271,382,347,-0.035021889,-0.038461538,-0.036184211,-0.042402827,-0.070559611,0.017595308
