"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01000374","Wrexham 003A","W06000006","Wrexham",1452,284,229,267,346,326,1394,268,229,251,333,313,-0.039944904,-0.056338028,0,-0.059925094,-0.037572254,-0.039877301
"W01000375","Wrexham 003B","W06000006","Wrexham",2252,506,391,580,576,199,2257,508,397,566,578,208,0.002220249,0.003952569,0.015345269,-0.024137931,0.003472222,0.045226131
"W01000376","Wrexham 003C","W06000006","Wrexham",1391,273,203,253,357,305,1379,270,195,260,355,299,-0.008626887,-0.010989011,-0.039408867,0.027667984,-0.005602241,-0.019672131
"W01000391","Wrexham 003D","W06000006","Wrexham",1428,271,180,231,397,349,1456,269,182,238,411,356,0.019607843,-0.007380074,0.011111111,0.03030303,0.035264484,0.020057307
"W01000392","Wrexham 003E","W06000006","Wrexham",1683,415,265,368,393,242,1694,417,252,367,405,253,0.006535948,0.004819277,-0.049056604,-0.002717391,0.030534351,0.045454545
"W01000377","Wrexham 004A","W06000006","Wrexham",1542,292,235,303,446,266,1525,289,230,290,455,261,-0.011024643,-0.010273973,-0.021276596,-0.04290429,0.020179372,-0.018796992
"W01000378","Wrexham 004B","W06000006","Wrexham",1402,368,267,272,308,187,1360,362,256,261,300,181,-0.029957204,-0.016304348,-0.041198502,-0.040441176,-0.025974026,-0.032085561
"W01000379","Wrexham 004C","W06000006","Wrexham",1743,338,329,330,421,325,1698,338,316,321,404,319,-0.025817556,0,-0.039513678,-0.027272727,-0.040380048,-0.018461538
"W01000380","Wrexham 004D","W06000006","Wrexham",1464,201,185,296,454,328,1452,211,180,286,445,330,-0.008196721,0.049751244,-0.027027027,-0.033783784,-0.019823789,0.006097561
"W01000351","Wrexham 005A","W06000006","Wrexham",2283,443,423,411,620,386,2219,431,412,403,580,393,-0.02803329,-0.027088036,-0.026004728,-0.01946472,-0.064516129,0.018134715
"W01000373","Wrexham 005B","W06000006","Wrexham",1818,436,340,331,430,281,1837,444,346,326,441,280,0.010451045,0.018348624,0.017647059,-0.01510574,0.025581395,-0.003558719
"W01000400","Wrexham 005C","W06000006","Wrexham",2008,434,366,460,456,292,1892,410,332,432,446,272,-0.057768924,-0.055299539,-0.092896175,-0.060869565,-0.021929825,-0.068493151
"W01000401","Wrexham 005D","W06000006","Wrexham",1771,394,300,373,434,270,1815,397,293,393,459,273,0.02484472,0.007614213,-0.023333333,0.053619303,0.057603687,0.011111111
"W01000347","Wrexham 006A","W06000006","Wrexham",2911,646,627,780,596,262,2908,655,608,777,609,259,-0.001030574,0.013931889,-0.03030303,-0.003846154,0.021812081,-0.011450382
"W01000348","Wrexham 006B","W06000006","Wrexham",1396,339,264,248,332,213,1386,331,257,247,333,218,-0.007163324,-0.02359882,-0.026515152,-0.004032258,0.003012048,0.023474178
"W01000362","Wrexham 006C","W06000006","Wrexham",1594,381,322,281,405,205,1609,393,309,276,411,220,0.009410289,0.031496063,-0.040372671,-0.017793594,0.014814815,0.073170732
"W01000363","Wrexham 006D","W06000006","Wrexham",1586,273,244,261,442,366,1549,253,227,268,428,373,-0.02332913,-0.073260073,-0.069672131,0.026819923,-0.031674208,0.019125683
"W01000364","Wrexham 006E","W06000006","Wrexham",1671,285,246,291,501,348,1651,286,241,289,484,351,-0.011968881,0.003508772,-0.020325203,-0.006872852,-0.033932136,0.00862069
"W01000343","Wrexham 007A","W06000006","Wrexham",1053,146,103,160,271,373,1030,142,93,154,267,374,-0.021842355,-0.02739726,-0.097087379,-0.0375,-0.014760148,0.002680965
"W01000344","Wrexham 007B","W06000006","Wrexham",1271,168,127,185,332,459,1262,164,125,173,346,454,-0.007081039,-0.023809524,-0.015748031,-0.064864865,0.042168675,-0.010893246
"W01000415","Wrexham 007C","W06000006","Wrexham",1450,186,200,202,431,431,1401,190,185,194,413,419,-0.033793103,0.021505376,-0.075,-0.03960396,-0.041763341,-0.027842227
"W01000416","Wrexham 007D","W06000006","Wrexham",1251,213,185,229,417,207,1273,225,184,235,411,218,0.017585931,0.056338028,-0.005405405,0.026200873,-0.014388489,0.053140097
"W01000368","Wrexham 008A","W06000006","Wrexham",2094,353,215,323,571,632,2068,344,210,312,586,616,-0.012416428,-0.025495751,-0.023255814,-0.034055728,0.026269702,-0.025316456
"W01000371","Wrexham 008B","W06000006","Wrexham",1237,222,265,257,311,182,1114,190,247,233,277,167,-0.099434115,-0.144144144,-0.067924528,-0.093385214,-0.109324759,-0.082417582
"W01000372","Wrexham 008C","W06000006","Wrexham",1274,136,345,230,281,282,1302,139,342,249,294,278,0.021978022,0.022058824,-0.008695652,0.082608696,0.046263345,-0.014184397
"W01000387","Wrexham 008D","W06000006","Wrexham",1182,184,147,169,341,341,1195,194,142,171,329,359,0.010998308,0.054347826,-0.034013605,0.01183432,-0.035190616,0.052785924
"W01000388","Wrexham 008E","W06000006","Wrexham",1120,191,168,188,312,261,1086,175,176,172,310,253,-0.030357143,-0.083769634,0.047619048,-0.085106383,-0.006410256,-0.030651341
"W01000422","Wrexham 008F","W06000006","Wrexham",2057,336,294,354,558,515,2107,335,300,334,561,577,0.024307244,-0.00297619,0.020408163,-0.056497175,0.005376344,0.12038835
"W01000341","Wrexham 009A","W06000006","Wrexham",1576,300,306,278,396,296,1599,304,317,277,404,297,0.014593909,0.013333333,0.035947712,-0.003597122,0.02020202,0.003378378
"W01000342","Wrexham 009B","W06000006","Wrexham",1647,343,289,319,363,333,1575,339,260,302,351,323,-0.043715847,-0.011661808,-0.100346021,-0.053291536,-0.033057851,-0.03003003
"W01000393","Wrexham 009C","W06000006","Wrexham",1983,357,310,380,489,447,1931,367,307,369,471,417,-0.026222895,0.028011204,-0.009677419,-0.028947368,-0.036809816,-0.067114094
"W01000352","Wrexham 010A","W06000006","Wrexham",996,185,167,145,258,241,994,177,173,138,263,243,-0.002008032,-0.043243243,0.035928144,-0.048275862,0.019379845,0.008298755
"W01000353","Wrexham 010B","W06000006","Wrexham",1429,393,279,290,320,147,1420,391,258,289,322,160,-0.006298111,-0.005089059,-0.075268817,-0.003448276,0.00625,0.088435374
"W01000413","Wrexham 010C","W06000006","Wrexham",1447,511,328,241,265,102,1427,514,308,241,263,101,-0.0138217,0.005870841,-0.06097561,0,-0.00754717,-0.009803922
"W01000414","Wrexham 010D","W06000006","Wrexham",1258,342,264,240,266,146,1244,351,265,238,263,127,-0.011128776,0.026315789,0.003787879,-0.008333333,-0.011278195,-0.130136986
"W01000425","Wrexham 010E","W06000006","Wrexham",2243,619,458,411,498,257,2261,617,455,424,496,269,0.008024967,-0.003231018,-0.006550218,0.03163017,-0.004016064,0.046692607
"W01000349","Wrexham 011A","W06000006","Wrexham",2139,402,376,539,540,282,2067,385,363,526,518,275,-0.033660589,-0.042288557,-0.034574468,-0.024118738,-0.040740741,-0.024822695
"W01000350","Wrexham 011B","W06000006","Wrexham",1468,266,350,374,327,151,1416,263,338,356,318,141,-0.035422343,-0.011278195,-0.034285714,-0.048128342,-0.027522936,-0.066225166
"W01000365","Wrexham 011C","W06000006","Wrexham",2152,303,343,419,572,515,2132,300,333,408,568,523,-0.00929368,-0.00990099,-0.029154519,-0.026252983,-0.006993007,0.015533981
"W01000402","Wrexham 011D","W06000006","Wrexham",2466,411,560,633,566,296,2476,415,549,642,567,303,0.00405515,0.00973236,-0.019642857,0.014218009,0.001766784,0.023648649
"W01000381","Wrexham 012A","W06000006","Wrexham",1128,181,183,233,269,262,1113,185,172,232,272,252,-0.013297872,0.022099448,-0.06010929,-0.004291845,0.011152416,-0.038167939
"W01000382","Wrexham 012B","W06000006","Wrexham",1297,267,260,287,328,155,1275,255,251,284,331,154,-0.016962221,-0.04494382,-0.034615385,-0.010452962,0.009146341,-0.006451613
"W01000423","Wrexham 012D","W06000006","Wrexham",2239,607,426,556,473,177,2275,617,423,557,487,191,0.016078607,0.016474465,-0.007042254,0.001798561,0.029598309,0.079096045
"W01000424","Wrexham 012E","W06000006","Wrexham",1299,223,187,289,383,217,1262,220,178,268,362,234,-0.028483449,-0.013452915,-0.048128342,-0.07266436,-0.054830287,0.078341014
"W01001929","Wrexham 012F","W06000006","Wrexham",1250,184,289,303,306,168,1229,185,281,300,312,151,-0.0168,0.005434783,-0.027681661,-0.00990099,0.019607843,-0.101190476
"W01001931","Wrexham 012G","W06000006","Wrexham",1597,299,373,413,300,212,1530,283,358,398,296,195,-0.041953663,-0.053511706,-0.040214477,-0.036319613,-0.013333333,-0.080188679
"W01000398","Wrexham 013A","W06000006","Wrexham",1298,208,203,199,399,289,1285,210,197,187,398,293,-0.010015408,0.009615385,-0.02955665,-0.060301508,-0.002506266,0.01384083
"W01000399","Wrexham 013B","W06000006","Wrexham",1109,180,149,171,377,232,1115,185,142,174,376,238,0.00541028,0.027777778,-0.046979866,0.01754386,-0.00265252,0.025862069
"W01000406","Wrexham 013C","W06000006","Wrexham",2226,526,374,417,551,358,2225,516,371,409,573,356,-0.000449236,-0.019011407,-0.00802139,-0.019184652,0.039927405,-0.005586592
"W01000408","Wrexham 013D","W06000006","Wrexham",1185,242,164,228,325,226,1152,237,152,220,318,225,-0.027848101,-0.020661157,-0.073170732,-0.035087719,-0.021538462,-0.004424779
"W01000366","Wrexham 014A","W06000006","Wrexham",1512,308,228,308,400,268,1494,313,222,292,389,278,-0.011904762,0.016233766,-0.026315789,-0.051948052,-0.0275,0.037313433
"W01000367","Wrexham 014B","W06000006","Wrexham",1333,241,201,259,416,216,1300,233,189,250,431,197,-0.024756189,-0.033195021,-0.059701493,-0.034749035,0.036057692,-0.087962963
"W01000385","Wrexham 014C","W06000006","Wrexham",1665,259,228,288,486,404,1658,258,218,296,483,403,-0.004204204,-0.003861004,-0.043859649,0.027777778,-0.00617284,-0.002475248
"W01000410","Wrexham 014D","W06000006","Wrexham",1715,318,266,365,428,338,1696,318,265,361,411,341,-0.011078717,0,-0.003759398,-0.010958904,-0.039719626,0.00887574
"W01000386","Wrexham 015A","W06000006","Wrexham",1548,323,276,324,390,235,1543,335,267,325,381,235,-0.003229974,0.037151703,-0.032608696,0.00308642,-0.023076923,0
"W01000405","Wrexham 015B","W06000006","Wrexham",2378,564,446,450,526,392,2333,561,421,438,519,394,-0.018923465,-0.005319149,-0.056053812,-0.026666667,-0.013307985,0.005102041
"W01000411","Wrexham 015C","W06000006","Wrexham",1566,282,259,278,425,322,1600,285,253,290,429,343,0.021711367,0.010638298,-0.023166023,0.043165468,0.009411765,0.065217391
"W01000412","Wrexham 015D","W06000006","Wrexham",1553,268,265,289,419,312,1567,274,263,277,435,318,0.00901481,0.02238806,-0.00754717,-0.041522491,0.038186158,0.019230769
"W01000394","Wrexham 016A","W06000006","Wrexham",1211,167,188,174,441,241,1239,182,202,178,446,231,0.023121387,0.089820359,0.074468085,0.022988506,0.011337868,-0.041493776
"W01000395","Wrexham 016B","W06000006","Wrexham",1162,211,174,187,323,267,1139,214,160,184,312,269,-0.01979346,0.014218009,-0.08045977,-0.016042781,-0.034055728,0.007490637
"W01000407","Wrexham 016C","W06000006","Wrexham",1272,210,206,219,349,288,1315,220,209,230,357,299,0.033805031,0.047619048,0.014563107,0.050228311,0.022922636,0.038194444
"W01000419","Wrexham 016D","W06000006","Wrexham",1581,363,267,345,411,195,1563,357,258,339,410,199,-0.011385199,-0.016528926,-0.033707865,-0.017391304,-0.00243309,0.020512821
"W01000420","Wrexham 016E","W06000006","Wrexham",1527,288,268,297,402,272,1440,290,240,277,387,246,-0.05697446,0.006944444,-0.104477612,-0.067340067,-0.037313433,-0.095588235
"W01000354","Wrexham 017A","W06000006","Wrexham",1795,282,278,314,502,419,1775,271,281,307,507,409,-0.011142061,-0.039007092,0.010791367,-0.022292994,0.009960159,-0.023866348
"W01000355","Wrexham 017B","W06000006","Wrexham",1678,278,279,316,434,371,1634,260,272,311,437,354,-0.026221692,-0.064748201,-0.025089606,-0.015822785,0.006912442,-0.045822102
"W01000356","Wrexham 017C","W06000006","Wrexham",1704,359,329,280,445,291,1681,354,318,266,439,304,-0.013497653,-0.013927577,-0.03343465,-0.05,-0.013483146,0.04467354
"W01000389","Wrexham 017D","W06000006","Wrexham",2047,365,282,364,624,412,2040,379,273,363,615,410,-0.003419638,0.038356164,-0.031914894,-0.002747253,-0.014423077,-0.004854369
"W01000409","Wrexham 017E","W06000006","Wrexham",2174,673,484,366,370,281,2199,685,484,360,376,294,0.01149954,0.017830609,0,-0.016393443,0.016216216,0.046263345
"W01000345","Wrexham 018A","W06000006","Wrexham",1583,223,192,203,489,476,1602,224,197,211,501,469,0.012002527,0.004484305,0.026041667,0.039408867,0.024539877,-0.014705882
"W01000346","Wrexham 018B","W06000006","Wrexham",1558,242,204,202,532,378,1556,246,208,192,526,384,-0.001283697,0.016528926,0.019607843,-0.04950495,-0.011278195,0.015873016
"W01000403","Wrexham 018C","W06000006","Wrexham",1353,239,178,223,392,321,1354,254,173,227,382,318,0.000739098,0.062761506,-0.028089888,0.01793722,-0.025510204,-0.009345794
