"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01001777","Cardiff 001A","W06000015","Cardiff",1494,264,174,177,437,442,1451,252,170,185,418,426,-0.028781794,-0.045454545,-0.022988506,0.04519774,-0.043478261,-0.036199095
"W01001778","Cardiff 001B","W06000015","Cardiff",1750,304,189,203,583,471,1758,309,201,206,582,460,0.004571429,0.016447368,0.063492063,0.014778325,-0.001715266,-0.023354565
"W01001794","Cardiff 001C","W06000015","Cardiff",1383,254,230,296,417,186,1392,266,228,283,427,188,0.006507592,0.047244094,-0.008695652,-0.043918919,0.023980815,0.010752688
"W01001799","Cardiff 001D","W06000015","Cardiff",1191,161,143,119,358,410,1285,185,149,141,385,425,0.078925273,0.149068323,0.041958042,0.18487395,0.075418994,0.036585366
"W01001793","Cardiff 002A","W06000015","Cardiff",1441,314,275,275,440,137,1488,312,289,287,453,147,0.032616239,-0.006369427,0.050909091,0.043636364,0.029545455,0.072992701
"W01001795","Cardiff 002B","W06000015","Cardiff",1525,296,265,269,509,186,1514,282,270,263,514,185,-0.007213115,-0.047297297,0.018867925,-0.022304833,0.009823183,-0.005376344
"W01001796","Cardiff 002C","W06000015","Cardiff",1471,249,246,264,452,260,1452,245,237,260,439,271,-0.012916383,-0.016064257,-0.036585366,-0.015151515,-0.028761062,0.042307692
"W01001798","Cardiff 002D","W06000015","Cardiff",1455,256,230,291,403,275,1466,269,229,287,404,277,0.007560137,0.05078125,-0.004347826,-0.013745704,0.00248139,0.007272727
"W01001841","Cardiff 003A","W06000015","Cardiff",1951,429,343,401,596,182,1954,414,338,400,608,194,0.001537673,-0.034965035,-0.014577259,-0.002493766,0.020134228,0.065934066
"W01001842","Cardiff 003B","W06000015","Cardiff",1740,409,308,483,400,140,1700,386,316,472,387,139,-0.022988506,-0.056234719,0.025974026,-0.022774327,-0.0325,-0.007142857
"W01001843","Cardiff 003C","W06000015","Cardiff",2206,494,352,527,626,207,2184,494,347,540,615,188,-0.009972801,0,-0.014204545,0.024667932,-0.017571885,-0.09178744
"W01001844","Cardiff 003D","W06000015","Cardiff",1963,383,441,449,459,231,1968,390,444,444,461,229,0.002547122,0.018276762,0.006802721,-0.011135857,0.004357298,-0.008658009
"W01001849","Cardiff 004A","W06000015","Cardiff",1504,242,187,225,467,383,1527,252,186,237,474,378,0.015292553,0.041322314,-0.005347594,0.053333333,0.014989293,-0.01305483
"W01001852","Cardiff 004B","W06000015","Cardiff",1893,350,223,309,564,447,1867,346,221,304,555,441,-0.013734812,-0.011428571,-0.00896861,-0.01618123,-0.015957447,-0.013422819
"W01001853","Cardiff 004C","W06000015","Cardiff",1622,268,162,245,396,551,1629,272,171,244,391,551,0.00431566,0.014925373,0.055555556,-0.004081633,-0.012626263,0
"W01001854","Cardiff 004D","W06000015","Cardiff",1592,183,191,223,394,601,1551,182,181,213,384,591,-0.025753769,-0.005464481,-0.052356021,-0.044843049,-0.025380711,-0.016638935
"W01001791","Cardiff 005A","W06000015","Cardiff",1621,294,225,269,407,426,1636,310,226,280,395,425,0.009253547,0.054421769,0.004444444,0.040892193,-0.029484029,-0.002347418
"W01001792","Cardiff 005B","W06000015","Cardiff",1732,376,284,331,437,304,1744,390,288,331,435,300,0.006928406,0.037234043,0.014084507,0,-0.004576659,-0.013157895
"W01001797","Cardiff 005C","W06000015","Cardiff",1429,249,201,239,387,353,1433,248,201,237,387,360,0.00279916,-0.004016064,0,-0.008368201,0,0.019830028
"W01001800","Cardiff 005D","W06000015","Cardiff",1527,286,244,278,409,310,1546,294,241,274,416,321,0.012442698,0.027972028,-0.012295082,-0.014388489,0.017114914,0.035483871
"W01001949","Cardiff 005F","W06000015","Cardiff",1510,301,361,459,244,145,1430,269,339,434,231,157,-0.052980132,-0.106312292,-0.060941828,-0.054466231,-0.053278689,0.082758621
"W01001953","Cardiff 005G","W06000015","Cardiff",1560,348,287,342,366,217,1623,365,300,347,390,221,0.040384615,0.048850575,0.045296167,0.014619883,0.06557377,0.01843318
"W01001820","Cardiff 006A","W06000015","Cardiff",1156,226,143,221,349,217,1176,238,131,229,350,228,0.017301038,0.053097345,-0.083916084,0.036199095,0.00286533,0.050691244
