"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"E01030946","Woking 001A","E07000217","Woking",1384,306,187,330,329,232,1430,315,201,339,336,239,0.033236994,0.029411765,0.07486631,0.027272727,0.021276596,0.030172414
"E01030947","Woking 001B","E07000217","Woking",1371,317,178,298,352,226,1405,320,187,306,349,243,0.024799416,0.009463722,0.050561798,0.026845638,-0.008522727,0.075221239
"E01030948","Woking 001C","E07000217","Woking",1596,325,191,348,433,299,1619,327,186,360,436,310,0.014411028,0.006153846,-0.02617801,0.034482759,0.006928406,0.036789298
"E01030949","Woking 001D","E07000217","Woking",1835,437,230,477,414,277,1805,404,236,481,413,271,-0.016348774,-0.075514874,0.026086957,0.008385744,-0.002415459,-0.02166065
"E01030950","Woking 001E","E07000217","Woking",1562,311,161,315,413,362,1562,321,159,323,414,345,0,0.032154341,-0.01242236,0.025396825,0.002421308,-0.046961326
"E01030996","Woking 002A","E07000217","Woking",1563,327,166,230,462,378,1587,332,173,232,462,388,0.015355086,0.01529052,0.042168675,0.008695652,0,0.026455026
"E01030998","Woking 002B","E07000217","Woking",1822,333,161,231,537,560,1827,324,170,239,554,540,0.002744237,-0.027027027,0.055900621,0.034632035,0.031657356,-0.035714286
"E01031002","Woking 002C","E07000217","Woking",1779,342,162,281,549,445,1795,332,171,294,561,437,0.008993817,-0.029239766,0.055555556,0.046263345,0.021857923,-0.017977528
"E01031003","Woking 002D","E07000217","Woking",1814,397,187,295,514,421,1839,412,193,299,520,415,0.013781698,0.037783375,0.032085561,0.013559322,0.011673152,-0.014251781
"E01031004","Woking 002E","E07000217","Woking",2132,442,276,548,497,369,2182,458,290,560,508,366,0.023452158,0.036199095,0.050724638,0.02189781,0.022132797,-0.008130081
"E01030963","Woking 003A","E07000217","Woking",1533,298,177,198,436,424,1563,298,178,211,439,437,0.019569472,0,0.005649718,0.065656566,0.006880734,0.030660377
"E01030964","Woking 003B","E07000217","Woking",1737,312,231,410,484,300,1780,334,244,403,491,308,0.024755325,0.070512821,0.056277056,-0.017073171,0.01446281,0.026666667
"E01030965","Woking 003C","E07000217","Woking",1467,249,184,202,511,321,1446,239,198,205,495,309,-0.014314928,-0.040160643,0.076086957,0.014851485,-0.031311155,-0.037383178
"E01030966","Woking 003D","E07000217","Woking",1444,385,147,279,403,230,1450,375,145,291,405,234,0.004155125,-0.025974026,-0.013605442,0.043010753,0.004962779,0.017391304
"E01030967","Woking 003E","E07000217","Woking",1596,297,161,292,428,418,1560,307,168,294,434,357,-0.022556391,0.033670034,0.043478261,0.006849315,0.014018692,-0.145933014
"E01030968","Woking 003F","E07000217","Woking",1275,312,152,285,299,227,1288,296,156,307,291,238,0.010196078,-0.051282051,0.026315789,0.077192982,-0.026755853,0.04845815
"E01030980","Woking 004A","E07000217","Woking",1670,406,361,453,339,111,1686,396,392,468,333,97,0.009580838,-0.024630542,0.085872576,0.033112583,-0.017699115,-0.126126126
