"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"E01007434","Barnsley 001A","E08000016","Barnsley",2169,459,358,462,601,289,2280,491,385,492,625,287,0.051175657,0.069716776,0.075418994,0.064935065,0.039933444,-0.006920415
"E01007435","Barnsley 001B","E08000016","Barnsley",1646,329,265,296,433,323,1655,327,273,294,431,330,0.005467801,-0.006079027,0.030188679,-0.006756757,-0.004618938,0.021671827
"E01007438","Barnsley 001C","E08000016","Barnsley",1533,236,201,217,505,374,1468,220,188,202,487,371,-0.042400522,-0.06779661,-0.064676617,-0.069124424,-0.035643564,-0.00802139
"E01007439","Barnsley 001D","E08000016","Barnsley",1283,187,171,199,411,315,1279,180,163,190,420,326,-0.003117693,-0.037433155,-0.046783626,-0.045226131,0.02189781,0.034920635
"E01007433","Barnsley 002A","E08000016","Barnsley",1706,353,307,279,432,335,1731,364,319,290,441,317,0.014654162,0.031161473,0.039087948,0.039426523,0.020833333,-0.053731343
"E01007436","Barnsley 002B","E08000016","Barnsley",1324,227,163,227,386,321,1304,220,166,219,383,316,-0.01510574,-0.030837004,0.018404908,-0.035242291,-0.007772021,-0.015576324
"E01007437","Barnsley 002C","E08000016","Barnsley",1487,253,298,247,451,238,1509,263,300,250,450,246,0.014794889,0.039525692,0.006711409,0.012145749,-0.002217295,0.033613445
"E01007440","Barnsley 002D","E08000016","Barnsley",1543,317,310,286,413,217,1513,305,308,287,402,211,-0.019442644,-0.03785489,-0.006451613,0.003496503,-0.026634383,-0.02764977
"E01007329","Barnsley 003A","E08000016","Barnsley",1644,344,249,257,512,282,1706,351,268,277,524,286,0.037712895,0.020348837,0.076305221,0.077821012,0.0234375,0.014184397
"E01007331","Barnsley 003B","E08000016","Barnsley",1910,333,324,333,542,378,1813,298,292,318,529,376,-0.05078534,-0.105105105,-0.098765432,-0.045045045,-0.02398524,-0.005291005
"E01007342","Barnsley 003C","E08000016","Barnsley",1367,215,229,200,418,305,1415,241,236,198,433,307,0.035113387,0.120930233,0.030567686,-0.01,0.035885167,0.006557377
"E01007343","Barnsley 003D","E08000016","Barnsley",1482,289,223,238,366,366,1466,281,228,235,365,357,-0.010796221,-0.027681661,0.022421525,-0.012605042,-0.00273224,-0.024590164
"E01007356","Barnsley 004A","E08000016","Barnsley",1484,191,148,215,448,482,1458,186,147,210,433,482,-0.017520216,-0.02617801,-0.006756757,-0.023255814,-0.033482143,0
"E01007357","Barnsley 004B","E08000016","Barnsley",1364,224,226,237,380,297,1392,209,241,249,389,304,0.020527859,-0.066964286,0.066371681,0.050632911,0.023684211,0.023569024
"E01007361","Barnsley 004C","E08000016","Barnsley",1698,283,282,366,472,295,1675,284,282,366,458,285,-0.013545347,0.003533569,0,0,-0.029661017,-0.033898305
"E01007362","Barnsley 004D","E08000016","Barnsley",1618,281,193,267,515,362,1600,280,191,263,512,354,-0.011124845,-0.003558719,-0.010362694,-0.014981273,-0.005825243,-0.022099448
