"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01001487","Torfaen 001A","W06000020","Torfaen",1600,299,288,254,432,327,1577,281,284,247,437,328,-0.014375,-0.060200669,-0.013888889,-0.027559055,0.011574074,0.003058104
"W01001488","Torfaen 001B","W06000020","Torfaen",1615,352,328,313,322,300,1624,359,334,313,318,300,0.005572755,0.019886364,0.018292683,0,-0.01242236,0
"W01001489","Torfaen 001C","W06000020","Torfaen",1651,308,277,311,431,324,1652,323,276,307,422,324,0.000605694,0.048701299,-0.003610108,-0.012861736,-0.020881671,0
"W01001490","Torfaen 001D","W06000020","Torfaen",1305,245,226,257,324,253,1328,240,230,255,340,263,0.017624521,-0.020408163,0.017699115,-0.007782101,0.049382716,0.039525692
"W01001482","Torfaen 002A","W06000020","Torfaen",1236,240,240,201,334,221,1230,249,241,203,312,225,-0.004854369,0.0375,0.004166667,0.009950249,-0.065868263,0.018099548
"W01001483","Torfaen 002B","W06000020","Torfaen",1490,395,288,253,328,226,1489,401,286,258,328,216,-0.000671141,0.015189873,-0.006944444,0.019762846,0,-0.044247788
"W01001484","Torfaen 002C","W06000020","Torfaen",1722,317,247,288,524,346,1689,305,243,275,525,341,-0.019163763,-0.03785489,-0.016194332,-0.045138889,0.001908397,-0.014450867
"W01001485","Torfaen 002D","W06000020","Torfaen",1304,287,208,215,319,275,1349,294,218,217,337,283,0.034509202,0.024390244,0.048076923,0.009302326,0.056426332,0.029090909
"W01001486","Torfaen 002E","W06000020","Torfaen",1534,276,275,283,421,279,1487,273,263,277,401,273,-0.030638853,-0.010869565,-0.043636364,-0.021201413,-0.047505938,-0.021505376
"W01001525","Torfaen 003A","W06000020","Torfaen",1729,358,302,295,443,331,1727,357,303,294,440,333,-0.001156738,-0.002793296,0.003311258,-0.003389831,-0.006772009,0.006042296
"W01001529","Torfaen 003B","W06000020","Torfaen",2065,337,451,308,589,380,2138,349,464,335,604,386,0.03535109,0.035608309,0.028824834,0.087662338,0.025466893,0.015789474
"W01001530","Torfaen 003C","W06000020","Torfaen",1992,578,392,355,466,201,1954,553,389,348,456,208,-0.019076305,-0.043252595,-0.007653061,-0.01971831,-0.021459227,0.034825871
"W01001531","Torfaen 003D","W06000020","Torfaen",1749,323,356,299,465,306,1737,319,349,293,468,308,-0.006861063,-0.012383901,-0.019662921,-0.02006689,0.006451613,0.006535948
"W01001491","Torfaen 004A","W06000020","Torfaen",1800,352,316,336,415,381,1760,343,317,332,403,365,-0.022222222,-0.025568182,0.003164557,-0.011904762,-0.028915663,-0.041994751
"W01001496","Torfaen 004B","W06000020","Torfaen",1392,233,263,199,410,287,1410,240,256,211,422,281,0.012931034,0.030042918,-0.02661597,0.060301508,0.029268293,-0.020905923
"W01001523","Torfaen 004C","W06000020","Torfaen",1430,260,259,287,385,239,1455,254,275,291,402,233,0.017482517,-0.023076923,0.061776062,0.013937282,0.044155844,-0.025104603
"W01001524","Torfaen 004D","W06000020","Torfaen",1776,276,277,342,444,437,1844,285,282,361,471,445,0.038288288,0.032608696,0.018050542,0.055555556,0.060810811,0.018306636
