"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01001105","The Vale of Glamorgan 001A","W06000014","The Vale of Glamorgan",2701,487,313,375,907,619,2684,486,308,365,919,606,-0.006293965,-0.002053388,-0.015974441,-0.026666667,0.01323043,-0.021001616
"W01001127","The Vale of Glamorgan 001B","W06000014","The Vale of Glamorgan",1215,181,98,162,409,365,1233,195,104,156,416,362,0.014814815,0.077348066,0.06122449,-0.037037037,0.017114914,-0.008219178
"W01001128","The Vale of Glamorgan 001C","W06000014","The Vale of Glamorgan",1486,236,183,232,471,364,1478,242,181,221,468,366,-0.00538358,0.025423729,-0.010928962,-0.047413793,-0.006369427,0.005494505
"W01001082","The Vale of Glamorgan 002A","W06000014","The Vale of Glamorgan",1613,244,147,225,392,605,1611,231,143,237,391,609,-0.001239926,-0.053278689,-0.027210884,0.053333333,-0.00255102,0.00661157
"W01001083","The Vale of Glamorgan 002B","W06000014","The Vale of Glamorgan",1545,236,137,191,493,488,1534,240,141,187,486,480,-0.007119741,0.016949153,0.02919708,-0.020942408,-0.014198783,-0.016393443
"W01001084","The Vale of Glamorgan 002C","W06000014","The Vale of Glamorgan",1633,250,155,231,475,522,1581,254,158,215,460,494,-0.031843233,0.016,0.019354839,-0.069264069,-0.031578947,-0.053639847
"W01001085","The Vale of Glamorgan 002D","W06000014","The Vale of Glamorgan",1468,225,179,198,505,361,1497,229,188,207,502,371,0.019754768,0.017777778,0.05027933,0.045454545,-0.005940594,0.027700831
"W01001113","The Vale of Glamorgan 003A","W06000014","The Vale of Glamorgan",2297,471,228,311,749,538,2315,472,225,317,752,549,0.007836308,0.002123142,-0.013157895,0.019292605,0.00400534,0.020446097
"W01001119","The Vale of Glamorgan 003B","W06000014","The Vale of Glamorgan",1851,312,257,286,655,341,1838,321,246,285,644,342,-0.007023231,0.028846154,-0.042801556,-0.003496503,-0.016793893,0.002932551
"W01001135","The Vale of Glamorgan 003C","W06000014","The Vale of Glamorgan",1485,259,161,263,442,360,1576,268,180,273,481,374,0.061279461,0.034749035,0.118012422,0.038022814,0.088235294,0.038888889
"W01001136","The Vale of Glamorgan 003D","W06000014","The Vale of Glamorgan",1137,152,123,134,344,384,1146,150,126,130,343,397,0.007915567,-0.013157895,0.024390244,-0.029850746,-0.002906977,0.033854167
"W01001075","The Vale of Glamorgan 004A","W06000014","The Vale of Glamorgan",1130,206,160,243,311,210,1181,209,163,252,325,232,0.045132743,0.014563107,0.01875,0.037037037,0.045016077,0.104761905
"W01001076","The Vale of Glamorgan 004B","W06000014","The Vale of Glamorgan",1510,323,261,354,378,194,1509,343,253,359,363,191,-0.000662252,0.061919505,-0.030651341,0.014124294,-0.03968254,-0.015463918
"W01001077","The Vale of Glamorgan 004C","W06000014","The Vale of Glamorgan",1392,216,181,199,399,397,1408,205,193,200,407,403,0.011494253,-0.050925926,0.066298343,0.005025126,0.020050125,0.01511335
"W01001078","The Vale of Glamorgan 004D","W06000014","The Vale of Glamorgan",1263,236,160,212,372,283,1273,237,166,212,372,286,0.007917656,0.004237288,0.0375,0,0,0.010600707
"W01001104","The Vale of Glamorgan 004E","W06000014","The Vale of Glamorgan",1914,312,219,351,560,472,1875,322,213,338,550,452,-0.020376176,0.032051282,-0.02739726,-0.037037037,-0.017857143,-0.042372881
"W01001129","The Vale of Glamorgan 004F","W06000014","The Vale of Glamorgan",1472,354,275,268,352,223,1466,345,268,266,360,227,-0.004076087,-0.025423729,-0.025454545,-0.007462687,0.022727273,0.01793722
"W01001116","The Vale of Glamorgan 005A","W06000014","The Vale of Glamorgan",2011,306,200,286,514,705,2014,312,209,275,521,697,0.001491795,0.019607843,0.045,-0.038461538,0.013618677,-0.011347518
"W01001123","The Vale of Glamorgan 005B","W06000014","The Vale of Glamorgan",1584,201,212,288,434,449,1600,200,219,290,439,452,0.01010101,-0.004975124,0.033018868,0.006944444,0.011520737,0.006681514
"W01001124","The Vale of Glamorgan 005C","W06000014","The Vale of Glamorgan",1467,278,226,332,414,217,1467,258,230,347,405,227,0,-0.071942446,0.017699115,0.045180723,-0.02173913,0.046082949
"W01001125","The Vale of Glamorgan 005D","W06000014","The Vale of Glamorgan",1596,343,213,336,376,328,1562,340,207,323,369,323,-0.021303258,-0.008746356,-0.028169014,-0.038690476,-0.018617021,-0.015243902
"W01001126","The Vale of Glamorgan 005E","W06000014","The Vale of Glamorgan",2399,346,496,614,615,328,2414,343,513,622,624,312,0.006252605,-0.00867052,0.034274194,0.013029316,0.014634146,-0.048780488
"W01001130","The Vale of Glamorgan 005F","W06000014","The Vale of Glamorgan",1269,274,156,244,381,214,1289,279,168,253,376,213,0.015760441,0.018248175,0.076923077,0.036885246,-0.01312336,-0.004672897
"W01001086","The Vale of Glamorgan 006A","W06000014","The Vale of Glamorgan",1504,200,180,219,453,452,1513,196,179,222,447,469,0.005984043,-0.02,-0.005555556,0.01369863,-0.013245033,0.037610619
"W01001087","The Vale of Glamorgan 006B","W06000014","The Vale of Glamorgan",1548,245,213,233,410,447,1576,251,228,241,411,445,0.018087855,0.024489796,0.070422535,0.034334764,0.002439024,-0.004474273
"W01001088","The Vale of Glamorgan 006C","W06000014","The Vale of Glamorgan",1867,318,280,254,499,516,1835,315,267,257,488,508,-0.017139796,-0.009433962,-0.046428571,0.011811024,-0.022044088,-0.015503876
"W01001089","The Vale of Glamorgan 006D","W06000014","The Vale of Glamorgan",1483,199,194,243,446,401,1485,198,198,244,450,395,0.001348618,-0.005025126,0.020618557,0.004115226,0.00896861,-0.014962594
"W01001090","The Vale of Glamorgan 006E","W06000014","The Vale of Glamorgan",1440,216,181,238,435,370,1462,224,177,241,437,383,0.015277778,0.037037037,-0.022099448,0.012605042,0.004597701,0.035135135
"W01001081","The Vale of Glamorgan 007A","W06000014","The Vale of Glamorgan",1696,401,309,298,377,311,1613,374,295,291,363,290,-0.048938679,-0.067331671,-0.045307443,-0.023489933,-0.037135279,-0.067524116
"W01001092","The Vale of Glamorgan 007B","W06000014","The Vale of Glamorgan",2059,449,372,406,510,322,2024,436,370,405,498,315,-0.016998543,-0.028953229,-0.005376344,-0.002463054,-0.023529412,-0.02173913
"W01001094","The Vale of Glamorgan 007C","W06000014","The Vale of Glamorgan",1235,281,257,214,322,161,1341,327,278,240,326,170,0.08582996,0.163701068,0.081712062,0.121495327,0.01242236,0.055900621
"W01001095","The Vale of Glamorgan 007D","W06000014","The Vale of Glamorgan",1612,447,332,272,338,223,1591,425,329,272,350,215,-0.013027295,-0.049217002,-0.009036145,0,0.035502959,-0.035874439
