"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01000461","Powys 001A","W06000023","Powys",1517,251,225,242,409,390,1506,240,228,241,416,381,-0.007251154,-0.043824701,0.013333333,-0.004132231,0.017114914,-0.023076923
"W01000470","Powys 001D","W06000023","Powys",1990,305,273,299,557,556,1964,292,276,297,549,550,-0.013065327,-0.042622951,0.010989011,-0.006688963,-0.014362657,-0.010791367
"W01000475","Powys 001E","W06000023","Powys",2404,322,339,276,786,681,2379,324,339,280,775,661,-0.010399334,0.00621118,0,0.014492754,-0.013994911,-0.029368576
"W01001906","Powys 001F","W06000023","Powys",1966,289,240,254,623,560,1943,275,234,266,611,557,-0.011698881,-0.048442907,-0.025,0.047244094,-0.019261637,-0.005357143
"W01001907","Powys 001G","W06000023","Powys",1234,206,174,158,367,329,1376,236,198,172,416,354,0.115072934,0.145631068,0.137931034,0.088607595,0.133514986,0.075987842
"W01000444","Powys 002A","W06000023","Powys",2348,353,307,305,673,710,2382,361,323,304,690,704,0.014480409,0.02266289,0.052117264,-0.003278689,0.02526003,-0.008450704
"W01000457","Powys 002B","W06000023","Powys",2095,353,284,320,637,501,2088,358,286,311,620,513,-0.003341289,0.014164306,0.007042254,-0.028125,-0.026687598,0.023952096
"W01000458","Powys 002C","W06000023","Powys",1752,304,219,269,546,414,1772,295,232,264,552,429,0.011415525,-0.029605263,0.059360731,-0.018587361,0.010989011,0.036231884
"W01000498","Powys 003A","W06000023","Powys",1570,282,267,277,438,306,1514,274,250,277,431,282,-0.03566879,-0.028368794,-0.063670412,0,-0.015981735,-0.078431373
"W01000499","Powys 003B","W06000023","Powys",1286,213,262,222,308,281,1278,201,258,222,312,285,-0.00622084,-0.056338028,-0.015267176,0,0.012987013,0.014234875
"W01000500","Powys 003C","W06000023","Powys",1567,279,263,242,476,307,1505,253,251,237,450,314,-0.03956605,-0.093189964,-0.045627376,-0.020661157,-0.054621849,0.022801303
"W01000501","Powys 003D","W06000023","Powys",2355,398,364,308,604,681,2393,400,375,324,628,666,0.016135881,0.005025126,0.03021978,0.051948052,0.039735099,-0.022026432
"W01000442","Powys 004A","W06000023","Powys",2038,306,260,307,659,506,2045,302,273,298,668,504,0.00343474,-0.013071895,0.05,-0.029315961,0.013657056,-0.003952569
"W01000452","Powys 004B","W06000023","Powys",1884,277,224,221,628,534,1904,286,226,218,635,539,0.010615711,0.032490975,0.008928571,-0.013574661,0.011146497,0.009363296
"W01000473","Powys 004C","W06000023","Powys",2214,356,322,397,596,543,2204,336,329,392,608,539,-0.004516712,-0.056179775,0.02173913,-0.012594458,0.020134228,-0.007366483
"W01000428","Powys 005A","W06000023","Powys",1343,174,199,164,421,385,1341,161,201,162,416,401,-0.001489203,-0.074712644,0.010050251,-0.012195122,-0.011876485,0.041558442
"W01000441","Powys 005B","W06000023","Powys",1490,244,252,235,392,367,1506,250,251,225,397,383,0.010738255,0.024590164,-0.003968254,-0.042553191,0.012755102,0.04359673
"W01000476","Powys 005C","W06000023","Powys",1273,211,177,172,355,358,1286,211,172,169,356,378,0.010212097,0,-0.028248588,-0.01744186,0.002816901,0.055865922
"W01000497","Powys 005D","W06000023","Powys",1338,212,188,186,409,343,1340,226,184,195,409,326,0.001494768,0.066037736,-0.021276596,0.048387097,0,-0.049562682
"W01000433","Powys 006A","W06000023","Powys",2310,365,320,316,680,629,2296,366,305,320,675,630,-0.006060606,0.002739726,-0.046875,0.012658228,-0.007352941,0.001589825
"W01000460","Powys 006B","W06000023","Powys",1724,307,260,218,533,406,1737,307,269,220,527,414,0.007540603,0,0.034615385,0.009174312,-0.011257036,0.019704433
"W01000488","Powys 006C","W06000023","Powys",2164,359,291,308,682,524,2207,358,304,310,691,544,0.01987061,-0.002785515,0.04467354,0.006493506,0.013196481,0.038167939
"W01000434","Powys 007A","W06000023","Powys",1639,228,202,179,515,515,1661,223,209,179,522,528,0.013422819,-0.021929825,0.034653465,0,0.013592233,0.025242718
"W01000439","Powys 007B","W06000023","Powys",1980,320,270,276,668,446,1993,327,256,281,673,456,0.006565657,0.021875,-0.051851852,0.018115942,0.00748503,0.022421525
"W01000447","Powys 007C","W06000023","Powys",2030,349,244,252,655,530,2003,336,253,255,629,530,-0.013300493,-0.037249284,0.036885246,0.011904762,-0.039694656,0
"W01000480","Powys 008A","W06000023","Powys",2069,371,419,364,526,389,2081,381,422,367,528,383,0.005799903,0.026954178,0.007159905,0.008241758,0.003802281,-0.015424165
"W01000481","Powys 008B","W06000023","Powys",2192,298,364,298,645,587,2143,284,364,297,642,556,-0.022354015,-0.046979866,0,-0.003355705,-0.004651163,-0.052810903
"W01000482","Powys 008C","W06000023","Powys",1869,288,308,331,466,476,1899,313,296,331,484,475,0.016051364,0.086805556,-0.038961039,0,0.038626609,-0.00210084
"W01000478","Powys 009A","W06000023","Powys",1835,510,380,344,422,179,1874,494,393,354,439,194,0.021253406,-0.031372549,0.034210526,0.029069767,0.04028436,0.083798883
"W01000479","Powys 009B","W06000023","Powys",1464,367,253,252,341,251,1456,368,257,251,333,247,-0.005464481,0.002724796,0.015810277,-0.003968254,-0.023460411,-0.015936255
"W01000483","Powys 009C","W06000023","Powys",1820,422,361,287,469,281,1791,417,359,288,460,267,-0.015934066,-0.011848341,-0.005540166,0.003484321,-0.019189765,-0.049822064
"W01000429","Powys 010A","W06000023","Powys",2307,353,279,268,784,623,2272,351,279,261,790,591,-0.015171218,-0.005665722,0,-0.026119403,0.007653061,-0.051364366
"W01000453","Powys 010B","W06000023","Powys",1419,226,186,185,456,366,1391,221,181,177,440,372,-0.019732206,-0.022123894,-0.02688172,-0.043243243,-0.035087719,0.016393443
"W01000466","Powys 010C","W06000023","Powys",1310,246,194,176,318,376,1357,261,189,188,328,391,0.035877863,0.06097561,-0.025773196,0.068181818,0.031446541,0.039893617
"W01000467","Powys 010D","W06000023","Powys",1468,163,260,178,454,413,1462,159,258,185,450,410,-0.004087193,-0.024539877,-0.007692308,0.039325843,-0.008810573,-0.007263923
"W01000427","Powys 011A","W06000023","Powys",1406,209,186,190,420,401,1413,211,190,185,424,403,0.004978663,0.009569378,0.021505376,-0.026315789,0.00952381,0.004987531
"W01000448","Powys 011B","W06000023","Powys",1377,213,215,170,402,377,1385,217,212,177,403,376,0.005809731,0.018779343,-0.013953488,0.041176471,0.002487562,-0.00265252
"W01000449","Powys 011C","W06000023","Powys",1583,250,224,226,443,440,1579,261,225,221,442,430,-0.002526848,0.044,0.004464286,-0.022123894,-0.002257336,-0.022727273
"W01000464","Powys 011D","W06000023","Powys",1133,163,121,127,374,348,1181,167,125,135,390,364,0.042365402,0.024539877,0.033057851,0.062992126,0.042780749,0.045977011
"W01000484","Powys 011E","W06000023","Powys",1596,214,157,194,551,480,1565,197,160,198,539,471,-0.019423559,-0.079439252,0.01910828,0.020618557,-0.021778584,-0.01875
"W01000485","Powys 011F","W06000023","Powys",1521,167,194,148,446,566,1518,164,191,144,448,571,-0.001972387,-0.017964072,-0.015463918,-0.027027027,0.004484305,0.008833922
"W01000486","Powys 011G","W06000023","Powys",1115,189,158,168,295,305,1125,200,160,183,291,291,0.00896861,0.058201058,0.012658228,0.089285714,-0.013559322,-0.045901639
"W01000438","Powys 012A","W06000023","Powys",1276,129,133,137,381,496,1264,136,133,132,360,503,-0.009404389,0.054263566,0,-0.03649635,-0.05511811,0.014112903
"W01000451","Powys 012B","W06000023","Powys",1129,194,136,148,362,289,1154,194,137,153,364,306,0.02214349,0,0.007352941,0.033783784,0.005524862,0.058823529
"W01000472","Powys 012C","W06000023","Powys",1231,184,130,169,343,405,1230,180,123,173,347,407,-0.000812348,-0.02173913,-0.053846154,0.023668639,0.011661808,0.004938272
"W01000477","Powys 012D","W06000023","Powys",1509,221,166,166,481,475,1436,207,157,167,472,433,-0.048376408,-0.063348416,-0.054216867,0.006024096,-0.018711019,-0.088421053
"W01000487","Powys 012E","W06000023","Powys",2110,291,300,270,564,685,2100,308,287,265,557,683,-0.004739336,0.058419244,-0.043333333,-0.018518519,-0.012411348,-0.002919708
"W01000454","Powys 013A","W06000023","Powys",1282,171,225,188,318,380,1257,158,218,188,317,376,-0.01950078,-0.076023392,-0.031111111,0,-0.003144654,-0.010526316
"W01000455","Powys 013B","W06000023","Powys",2135,474,306,352,546,457,2179,489,323,358,546,463,0.020608899,0.03164557,0.055555556,0.017045455,0,0.013129103
"W01000456","Powys 013C","W06000023","Powys",2068,280,284,294,549,661,2066,289,273,295,556,653,-0.000967118,0.032142857,-0.038732394,0.003401361,0.012750455,-0.012102874
"W01000431","Powys 014A","W06000023","Powys",1257,263,236,232,341,185,1274,261,236,240,349,188,0.013524264,-0.007604563,0,0.034482759,0.023460411,0.016216216
"W01000432","Powys 014B","W06000023","Powys",1204,188,151,174,334,357,1163,182,143,172,312,354,-0.034053156,-0.031914894,-0.052980132,-0.011494253,-0.065868263,-0.008403361
"W01000450","Powys 014C","W06000023","Powys",1326,208,109,189,414,406,1356,214,118,190,427,407,0.022624434,0.028846154,0.082568807,0.005291005,0.031400966,0.002463054
"W01000459","Powys 014D","W06000023","Powys",1136,197,122,141,366,310,1183,206,129,147,374,327,0.041373239,0.045685279,0.057377049,0.042553191,0.021857923,0.05483871
"W01000471","Powys 014E","W06000023","Powys",1772,264,198,224,576,510,1788,258,204,220,586,520,0.009029345,-0.022727273,0.03030303,-0.017857143,0.017361111,0.019607843
"W01000430","Powys 015A","W06000023","Powys",1250,184,153,184,382,347,1301,206,168,182,398,347,0.0408,0.119565217,0.098039216,-0.010869565,0.041884817,0
"W01000443","Powys 015B","W06000023","Powys",2323,370,224,347,705,677,2358,382,240,348,710,678,0.015066724,0.032432432,0.071428571,0.002881844,0.007092199,0.001477105
"W01000445","Powys 015C","W06000023","Powys",1568,229,234,226,499,380,1534,220,232,212,495,375,-0.021683673,-0.03930131,-0.008547009,-0.061946903,-0.008016032,-0.013157895
"W01000446","Powys 015D","W06000023","Powys",1544,224,183,204,460,473,1515,216,171,201,455,472,-0.018782383,-0.035714286,-0.06557377,-0.014705882,-0.010869565,-0.002114165
"W01000494","Powys 015E","W06000023","Powys",1664,253,230,221,534,426,1689,263,237,220,535,434,0.015024038,0.039525692,0.030434783,-0.004524887,0.001872659,0.018779343
"W01000489","Powys 017A","W06000023","Powys",2114,436,487,335,445,411,2087,429,497,329,427,405,-0.012771996,-0.016055046,0.020533881,-0.017910448,-0.040449438,-0.01459854
"W01000492","Powys 017D","W06000023","Powys",1596,211,277,259,438,411,1595,213,276,254,440,412,-0.000626566,0.009478673,-0.003610108,-0.019305019,0.00456621,0.00243309
"W01000493","Powys 017E","W06000023","Powys",1523,248,320,279,333,343,1521,262,308,274,328,349,-0.001313198,0.056451613,-0.0375,-0.017921147,-0.015015015,0.017492711
"W01001901","Powys 017F","W06000023","Powys",1782,296,240,264,472,510,1808,281,244,275,486,522,0.014590348,-0.050675676,0.016666667,0.041666667,0.029661017,0.023529412
"W01001902","Powys 017G","W06000023","Powys",1388,338,213,238,368,231,1389,343,226,240,345,235,0.000720461,0.014792899,0.061032864,0.008403361,-0.0625,0.017316017
"W01000465","Powys 018E","W06000023","Powys",1043,139,119,113,320,352,1041,149,121,99,318,354,-0.001917546,0.071942446,0.016806723,-0.123893805,-0.00625,0.005681818
"W01001903","Powys 018F","W06000023","Powys",2060,291,247,247,607,668,2057,297,240,245,610,665,-0.001456311,0.020618557,-0.028340081,-0.008097166,0.004942339,-0.004491018
"W01001904","Powys 018G","W06000023","Powys",1672,277,170,204,553,468,1708,296,178,201,570,463,0.0215311,0.068592058,0.047058824,-0.014705882,0.03074141,-0.010683761
"W01001905","Powys 018H","W06000023","Powys",2141,324,245,266,739,567,2133,308,242,258,744,581,-0.003736572,-0.049382716,-0.012244898,-0.030075188,0.0067659,0.024691358
