"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"E01027145","Northampton 001A","E07000154","Northampton",1491,272,271,235,392,321,1416,251,260,226,359,320,-0.050301811,-0.077205882,-0.040590406,-0.038297872,-0.084183673,-0.003115265
"E01027148","Northampton 001B","E07000154","Northampton",1438,267,230,277,395,269,1451,262,244,276,399,270,0.009040334,-0.018726592,0.060869565,-0.003610108,0.010126582,0.003717472
"E01027149","Northampton 001C","E07000154","Northampton",1436,248,190,243,364,391,1414,254,177,241,356,386,-0.015320334,0.024193548,-0.068421053,-0.008230453,-0.021978022,-0.012787724
"E01027232","Northampton 001D","E07000154","Northampton",2714,318,1545,238,372,241,2737,310,1546,233,399,249,0.008474576,-0.025157233,0.000647249,-0.021008403,0.072580645,0.033195021
"E01027218","Northampton 002A","E07000154","Northampton",1591,189,190,239,482,491,1564,180,187,234,480,483,-0.016970459,-0.047619048,-0.015789474,-0.020920502,-0.004149378,-0.016293279
"E01027219","Northampton 002B","E07000154","Northampton",1753,243,185,266,481,578,1776,243,186,266,485,596,0.013120365,0,0.005405405,0,0.008316008,0.031141869
"E01027221","Northampton 002C","E07000154","Northampton",1789,329,268,324,471,397,1800,334,264,321,474,407,0.006148686,0.015197568,-0.014925373,-0.009259259,0.006369427,0.025188917
"E01027222","Northampton 002D","E07000154","Northampton",1204,193,199,186,407,219,1199,193,188,190,414,214,-0.004152824,0,-0.055276382,0.021505376,0.017199017,-0.02283105
"E01027143","Northampton 003A","E07000154","Northampton",1303,224,179,220,327,353,1269,217,172,219,316,345,-0.02609363,-0.03125,-0.039106145,-0.004545455,-0.033639144,-0.02266289
"E01027144","Northampton 003B","E07000154","Northampton",1416,173,158,194,444,447,1429,184,153,195,445,452,0.009180791,0.063583815,-0.03164557,0.005154639,0.002252252,0.011185682
"E01027146","Northampton 003C","E07000154","Northampton",1500,263,193,254,396,394,1496,263,186,245,398,404,-0.002666667,0,-0.03626943,-0.035433071,0.005050505,0.025380711
"E01027147","Northampton 003D","E07000154","Northampton",1659,265,264,303,414,413,1683,287,259,311,407,419,0.014466546,0.083018868,-0.018939394,0.02640264,-0.016908213,0.014527845
"E01027195","Northampton 004A","E07000154","Northampton",1752,491,339,426,362,134,1730,493,335,410,375,117,-0.012557078,0.00407332,-0.01179941,-0.037558685,0.035911602,-0.126865672
"E01027245","Northampton 004B","E07000154","Northampton",1706,447,278,364,410,207,1716,459,271,360,404,222,0.005861665,0.026845638,-0.025179856,-0.010989011,-0.014634146,0.072463768
"E01027247","Northampton 004C","E07000154","Northampton",1676,419,305,363,419,170,1669,431,291,354,428,165,-0.004176611,0.028639618,-0.045901639,-0.024793388,0.021479714,-0.029411765
"E01027248","Northampton 004D","E07000154","Northampton",1649,497,302,359,328,163,1633,486,305,344,319,179,-0.00970285,-0.022132797,0.009933775,-0.04178273,-0.027439024,0.098159509
