"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01000558","Pembrokeshire 001A","W06000009","Pembrokeshire",2120,390,258,331,579,562,2147,395,261,331,589,571,0.012735849,0.012820513,0.011627907,0,0.017271157,0.016014235
"W01000559","Pembrokeshire 001B","W06000009","Pembrokeshire",1474,221,178,196,463,416,1476,229,201,191,465,390,0.001356852,0.036199095,0.129213483,-0.025510204,0.004319654,-0.0625
"W01000560","Pembrokeshire 001C","W06000009","Pembrokeshire",1235,183,172,170,383,327,1227,175,167,168,393,324,-0.006477733,-0.043715847,-0.029069767,-0.011764706,0.026109661,-0.009174312
"W01000561","Pembrokeshire 001D","W06000009","Pembrokeshire",1410,248,208,202,391,361,1400,247,201,214,389,349,-0.007092199,-0.004032258,-0.033653846,0.059405941,-0.00511509,-0.033240997
"W01000613","Pembrokeshire 001E","W06000009","Pembrokeshire",2273,337,264,278,742,652,2224,338,258,263,731,634,-0.021557413,0.002967359,-0.022727273,-0.053956835,-0.014824798,-0.027607362
"W01000562","Pembrokeshire 002A","W06000009","Pembrokeshire",1685,256,207,197,525,500,1656,240,202,194,518,502,-0.017210682,-0.0625,-0.024154589,-0.015228426,-0.013333333,0.004
"W01000565","Pembrokeshire 002B","W06000009","Pembrokeshire",1899,313,255,246,460,625,1926,314,262,248,472,630,0.014218009,0.003194888,0.02745098,0.008130081,0.026086957,0.008
"W01000566","Pembrokeshire 002C","W06000009","Pembrokeshire",1484,218,254,186,411,415,1436,206,235,187,398,410,-0.032345013,-0.055045872,-0.07480315,0.005376344,-0.03163017,-0.012048193
"W01000567","Pembrokeshire 002D","W06000009","Pembrokeshire",2007,358,325,299,583,442,2030,360,330,306,573,461,0.01145989,0.005586592,0.015384615,0.023411371,-0.017152659,0.042986425
"W01000597","Pembrokeshire 002E","W06000009","Pembrokeshire",1172,170,117,146,300,439,1173,182,118,165,293,415,0.000853242,0.070588235,0.008547009,0.130136986,-0.023333333,-0.054669704
"W01000617","Pembrokeshire 002F","W06000009","Pembrokeshire",1509,270,200,195,464,380,1554,295,203,214,451,391,0.029821074,0.092592593,0.015,0.097435897,-0.028017241,0.028947368
"W01000579","Pembrokeshire 003A","W06000009","Pembrokeshire",2402,461,342,338,687,574,2468,464,351,342,707,604,0.027477102,0.006507592,0.026315789,0.01183432,0.029112082,0.052264808
"W01000581","Pembrokeshire 003B","W06000009","Pembrokeshire",1452,180,187,201,481,403,1475,182,201,198,494,400,0.01584022,0.011111111,0.07486631,-0.014925373,0.027027027,-0.007444169
"W01000612","Pembrokeshire 003C","W06000009","Pembrokeshire",1843,249,235,243,563,553,1832,251,237,240,562,542,-0.00596853,0.008032129,0.008510638,-0.012345679,-0.001776199,-0.019891501
"W01000618","Pembrokeshire 003D","W06000009","Pembrokeshire",1928,278,441,346,473,390,1941,278,438,353,469,403,0.006742739,0,-0.006802721,0.020231214,-0.00845666,0.033333333
"W01000582","Pembrokeshire 004A","W06000009","Pembrokeshire",1649,246,189,179,581,454,1626,236,193,173,572,452,-0.013947847,-0.040650407,0.021164021,-0.033519553,-0.015490534,-0.004405286
"W01000583","Pembrokeshire 004B","W06000009","Pembrokeshire",1464,267,232,237,402,326,1446,244,236,242,403,321,-0.012295082,-0.086142322,0.017241379,0.021097046,0.002487562,-0.015337423
"W01000611","Pembrokeshire 004C","W06000009","Pembrokeshire",1889,295,240,292,536,526,1956,316,242,307,545,546,0.035468502,0.071186441,0.008333333,0.051369863,0.016791045,0.038022814
"W01000623","Pembrokeshire 004D","W06000009","Pembrokeshire",2001,319,296,261,603,522,2007,313,305,257,613,519,0.002998501,-0.018808777,0.030405405,-0.01532567,0.016583748,-0.005747126
