"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01000523","Ceredigion 001C","W06000008","Ceredigion",1847,305,279,257,595,411,1842,303,274,266,579,420,-0.002707093,-0.006557377,-0.017921147,0.035019455,-0.026890756,0.02189781
"W01000548","Ceredigion 001D","W06000008","Ceredigion",1821,330,250,261,522,458,1824,344,249,258,526,447,0.001647446,0.042424242,-0.004,-0.011494253,0.007662835,-0.024017467
"W01000549","Ceredigion 001E","W06000008","Ceredigion",1704,299,297,267,483,358,1696,291,295,264,486,360,-0.004694836,-0.026755853,-0.006734007,-0.011235955,0.00621118,0.005586592
"W01001937","Ceredigion 001F","W06000008","Ceredigion",2064,329,281,281,625,548,2075,340,271,292,622,550,0.005329457,0.03343465,-0.035587189,0.039145907,-0.0048,0.003649635
"W01000512","Ceredigion 002A","W06000008","Ceredigion",1739,159,921,163,252,244,1720,149,926,157,258,230,-0.010925819,-0.062893082,0.005428882,-0.036809816,0.023809524,-0.057377049
"W01000513","Ceredigion 002B","W06000008","Ceredigion",2370,96,1689,228,216,141,2502,122,1773,235,233,139,0.055696203,0.270833333,0.04973357,0.030701754,0.078703704,-0.014184397
"W01000517","Ceredigion 002D","W06000008","Ceredigion",1478,115,894,161,179,129,1448,99,914,150,164,121,-0.0202977,-0.139130435,0.022371365,-0.068322981,-0.083798883,-0.062015504
"W01001934","Ceredigion 002F","W06000008","Ceredigion",3900,267,2514,269,463,387,3824,241,2478,263,455,387,-0.019487179,-0.097378277,-0.014319809,-0.022304833,-0.017278618,0
"W01000515","Ceredigion 003A","W06000008","Ceredigion",1399,285,282,244,335,253,1383,291,277,240,329,246,-0.011436741,0.021052632,-0.017730496,-0.016393443,-0.017910448,-0.027667984
"W01000516","Ceredigion 003B","W06000008","Ceredigion",1683,392,328,303,408,252,1659,395,320,295,400,249,-0.01426025,0.007653061,-0.024390244,-0.02640264,-0.019607843,-0.011904762
"W01000518","Ceredigion 003C","W06000008","Ceredigion",1121,97,393,141,211,279,1115,109,368,140,218,280,-0.005352364,0.12371134,-0.063613232,-0.007092199,0.033175355,0.003584229
"W01001935","Ceredigion 003E","W06000008","Ceredigion",1099,174,369,193,208,155,1108,177,364,193,215,159,0.008189263,0.017241379,-0.013550136,0,0.033653846,0.025806452
"W01001936","Ceredigion 003F","W06000008","Ceredigion",2158,193,1295,159,275,236,2041,193,1192,143,277,236,-0.054216867,0,-0.07953668,-0.100628931,0.007272727,0
"W01000506","Ceredigion 005A","W06000008","Ceredigion",1337,161,180,163,354,479,1331,150,185,158,357,481,-0.004487659,-0.068322981,0.027777778,-0.030674847,0.008474576,0.004175365
"W01000524","Ceredigion 005B","W06000008","Ceredigion",1994,323,272,272,591,536,1967,325,259,261,591,531,-0.013540622,0.00619195,-0.047794118,-0.040441176,0,-0.009328358
"W01000538","Ceredigion 005C","W06000008","Ceredigion",1589,284,213,221,457,414,1513,254,194,214,450,401,-0.047828823,-0.105633803,-0.089201878,-0.031674208,-0.015317287,-0.031400966
"W01000539","Ceredigion 005D","W06000008","Ceredigion",1143,137,180,137,340,349,1173,147,188,136,347,355,0.026246719,0.072992701,0.044444444,-0.00729927,0.020588235,0.017191977
"W01000540","Ceredigion 005E","W06000008","Ceredigion",1206,191,133,161,316,405,1186,181,127,170,322,386,-0.016583748,-0.052356021,-0.045112782,0.055900621,0.018987342,-0.04691358
"W01000529","Ceredigion 007A","W06000008","Ceredigion",1579,296,207,217,471,388,1552,289,201,206,469,387,-0.01709943,-0.023648649,-0.028985507,-0.050691244,-0.004246285,-0.00257732
"W01000532","Ceredigion 007B","W06000008","Ceredigion",1954,281,242,189,634,608,1916,274,236,183,619,604,-0.019447288,-0.024911032,-0.024793388,-0.031746032,-0.023659306,-0.006578947
"W01000544","Ceredigion 007C","W06000008","Ceredigion",991,137,126,139,306,283,987,133,132,129,310,283,-0.004036327,-0.02919708,0.047619048,-0.071942446,0.013071895,0
"W01000545","Ceredigion 007D","W06000008","Ceredigion",1957,227,257,224,657,592,2013,254,252,217,674,616,0.028615227,0.118942731,-0.019455253,-0.03125,0.02587519,0.040540541
"W01000527","Ceredigion 008A","W06000008","Ceredigion",1548,206,667,215,238,222,1520,188,665,213,231,223,-0.018087855,-0.087378641,-0.002998501,-0.009302326,-0.029411765,0.004504505
"W01000528","Ceredigion 008B","W06000008","Ceredigion",1424,307,231,208,348,330,1496,336,226,210,372,352,0.050561798,0.094462541,-0.021645022,0.009615385,0.068965517,0.066666667
"W01000535","Ceredigion 008C","W06000008","Ceredigion",2135,379,296,284,577,599,2071,369,282,279,562,579,-0.029976581,-0.026385224,-0.047297297,-0.017605634,-0.025996534,-0.033388982
"W01000537","Ceredigion 008D","W06000008","Ceredigion",1428,215,211,161,461,380,1465,218,219,156,471,401,0.025910364,0.013953488,0.037914692,-0.031055901,0.021691974,0.055263158
"W01000541","Ceredigion 008E","W06000008","Ceredigion",1811,292,218,249,576,476,1788,292,224,229,567,476,-0.012700166,0,0.027522936,-0.080321285,-0.015625,0
"W01000507","Ceredigion 009A","W06000008","Ceredigion",1310,210,125,188,341,446,1245,200,119,179,316,431,-0.049618321,-0.047619048,-0.048,-0.04787234,-0.073313783,-0.033632287
"W01000508","Ceredigion 009B","W06000008","Ceredigion",1107,187,193,142,294,291,1143,183,195,151,307,307,0.032520325,-0.021390374,0.010362694,0.063380282,0.044217687,0.054982818
"W01000509","Ceredigion 009C","W06000008","Ceredigion",1819,305,208,232,478,596,1771,287,201,229,461,593,-0.026388125,-0.059016393,-0.033653846,-0.012931034,-0.035564854,-0.005033557
"W01000510","Ceredigion 009D","W06000008","Ceredigion",1178,186,185,193,298,316,1215,195,174,204,311,331,0.031409168,0.048387097,-0.059459459,0.056994819,0.043624161,0.047468354
"W01000511","Ceredigion 009E","W06000008","Ceredigion",1194,273,255,185,343,138,1200,272,265,193,339,131,0.005025126,-0.003663004,0.039215686,0.043243243,-0.011661808,-0.050724638
"W01000546","Ceredigion 009F","W06000008","Ceredigion",1152,151,155,122,340,384,1148,155,137,127,331,398,-0.003472222,0.026490066,-0.116129032,0.040983607,-0.026470588,0.036458333
"W01000547","Ceredigion 009G","W06000008","Ceredigion",1108,175,111,155,341,326,1102,174,102,144,357,325,-0.005415162,-0.005714286,-0.081081081,-0.070967742,0.046920821,-0.003067485
"W01000519","Ceredigion 010A","W06000008","Ceredigion",1638,238,167,213,540,480,1632,243,168,206,540,475,-0.003663004,0.021008403,0.005988024,-0.03286385,0,-0.010416667
"W01000522","Ceredigion 010B","W06000008","Ceredigion",1284,139,181,134,443,387,1196,128,151,112,434,371,-0.068535826,-0.079136691,-0.165745856,-0.164179104,-0.020316027,-0.041343669
