"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01000918","Neath Port Talbot 002A","W06000012","Neath Port Talbot",1898,308,311,332,549,398,1928,310,310,335,552,421,0.015806112,0.006493506,-0.003215434,0.009036145,0.005464481,0.057788945
"W01000944","Neath Port Talbot 002B","W06000012","Neath Port Talbot",1198,246,147,224,324,257,1189,236,148,226,307,272,-0.007512521,-0.040650407,0.006802721,0.008928571,-0.052469136,0.058365759
"W01000965","Neath Port Talbot 002C","W06000012","Neath Port Talbot",2095,383,330,362,567,453,2113,396,331,369,570,447,0.008591885,0.033942559,0.003030303,0.019337017,0.005291005,-0.013245033
"W01000893","Neath Port Talbot 003A","W06000012","Neath Port Talbot",1981,315,335,353,579,399,2008,334,336,339,573,426,0.01362948,0.06031746,0.002985075,-0.039660057,-0.010362694,0.067669173
"W01000925","Neath Port Talbot 003B","W06000012","Neath Port Talbot",1598,286,276,296,413,327,1604,298,267,299,417,323,0.003754693,0.041958042,-0.032608696,0.010135135,0.00968523,-0.012232416
"W01000926","Neath Port Talbot 003C","W06000012","Neath Port Talbot",1765,265,232,274,478,516,1768,260,231,289,483,505,0.001699717,-0.018867925,-0.004310345,0.054744526,0.010460251,-0.021317829
"W01000888","Neath Port Talbot 004A","W06000012","Neath Port Talbot",2514,442,403,506,737,426,2566,455,409,514,756,432,0.020684169,0.029411765,0.014888337,0.015810277,0.02578019,0.014084507
"W01000946","Neath Port Talbot 004B","W06000012","Neath Port Talbot",1558,263,247,257,444,347,1550,264,255,251,441,339,-0.005134788,0.003802281,0.032388664,-0.023346304,-0.006756757,-0.023054755
"W01000947","Neath Port Talbot 004C","W06000012","Neath Port Talbot",2115,450,367,395,524,379,2079,440,377,378,516,368,-0.017021277,-0.022222222,0.027247956,-0.043037975,-0.015267176,-0.029023747
"W01000948","Neath Port Talbot 004D","W06000012","Neath Port Talbot",1915,295,318,339,553,410,1874,289,315,328,551,391,-0.021409922,-0.020338983,-0.009433962,-0.032448378,-0.003616637,-0.046341463
"W01000955","Neath Port Talbot 004E","W06000012","Neath Port Talbot",1199,192,195,182,349,281,1234,201,204,187,351,291,0.029190992,0.046875,0.046153846,0.027472527,0.005730659,0.035587189
"W01000956","Neath Port Talbot 004F","W06000012","Neath Port Talbot",1238,171,124,175,355,413,1195,163,118,152,354,408,-0.034733441,-0.046783626,-0.048387097,-0.131428571,-0.002816901,-0.012106538
"W01000971","Neath Port Talbot 004G","W06000012","Neath Port Talbot",1419,245,231,285,394,264,1412,247,236,288,389,252,-0.004933051,0.008163265,0.021645022,0.010526316,-0.012690355,-0.045454545
"W01000887","Neath Port Talbot 005A","W06000012","Neath Port Talbot",2387,546,354,474,645,368,2389,545,357,474,644,369,0.000837872,-0.001831502,0.008474576,0,-0.001550388,0.002717391
"W01000953","Neath Port Talbot 005B","W06000012","Neath Port Talbot",1684,288,295,289,485,327,1690,288,296,304,491,311,0.003562945,0,0.003389831,0.051903114,0.012371134,-0.048929664
"W01000954","Neath Port Talbot 005C","W06000012","Neath Port Talbot",1405,230,234,247,378,316,1389,236,225,251,382,295,-0.0113879,0.026086957,-0.038461538,0.016194332,0.010582011,-0.066455696
"W01000970","Neath Port Talbot 005D","W06000012","Neath Port Talbot",1233,197,209,227,320,280,1249,205,208,219,330,287,0.01297648,0.040609137,-0.004784689,-0.035242291,0.03125,0.025
"W01000902","Neath Port Talbot 006A","W06000012","Neath Port Talbot",1032,119,123,137,292,361,1011,109,131,132,285,354,-0.020348837,-0.084033613,0.06504065,-0.03649635,-0.023972603,-0.019390582
"W01000903","Neath Port Talbot 006B","W06000012","Neath Port Talbot",1155,148,135,158,386,328,1102,147,131,153,352,319,-0.045887446,-0.006756757,-0.02962963,-0.03164557,-0.088082902,-0.027439024
"W01000904","Neath Port Talbot 006C","W06000012","Neath Port Talbot",1497,276,219,272,403,327,1558,300,229,297,407,325,0.040748163,0.086956522,0.0456621,0.091911765,0.009925558,-0.006116208
"W01000905","Neath Port Talbot 006D","W06000012","Neath Port Talbot",1472,296,268,270,421,217,1578,313,284,295,459,227,0.07201087,0.057432432,0.059701493,0.092592593,0.090261283,0.046082949
"W01000908","Neath Port Talbot 006E","W06000012","Neath Port Talbot",1680,222,240,238,517,463,1678,226,246,231,526,449,-0.001190476,0.018018018,0.025,-0.029411765,0.017408124,-0.030237581
"W01000906","Neath Port Talbot 007A","W06000012","Neath Port Talbot",998,106,123,99,305,365,1005,112,126,102,310,355,0.007014028,0.056603774,0.024390244,0.03030303,0.016393443,-0.02739726
"W01000907","Neath Port Talbot 007B","W06000012","Neath Port Talbot",1845,328,286,376,474,381,1742,308,281,333,444,376,-0.055826558,-0.06097561,-0.017482517,-0.114361702,-0.063291139,-0.01312336
"W01000922","Neath Port Talbot 007C","W06000012","Neath Port Talbot",1608,279,295,294,439,301,1591,265,290,297,431,308,-0.010572139,-0.050179211,-0.016949153,0.010204082,-0.018223235,0.023255814
"W01000923","Neath Port Talbot 007D","W06000012","Neath Port Talbot",1445,227,169,217,449,383,1421,219,166,220,451,365,-0.016608997,-0.035242291,-0.017751479,0.013824885,0.004454343,-0.046997389
"W01000934","Neath Port Talbot 008A","W06000012","Neath Port Talbot",1290,204,239,263,364,220,1300,217,234,268,359,222,0.007751938,0.06372549,-0.020920502,0.019011407,-0.013736264,0.009090909
"W01000935","Neath Port Talbot 008B","W06000012","Neath Port Talbot",1627,248,256,342,446,335,1665,253,262,350,445,355,0.02335587,0.02016129,0.0234375,0.023391813,-0.002242152,0.059701493
"W01000938","Neath Port Talbot 008C","W06000012","Neath Port Talbot",1368,168,145,182,410,463,1340,160,141,174,412,453,-0.020467836,-0.047619048,-0.027586207,-0.043956044,0.004878049,-0.021598272
"W01000939","Neath Port Talbot 008D","W06000012","Neath Port Talbot",1308,185,211,230,329,353,1240,160,204,215,325,336,-0.051987768,-0.135135135,-0.033175355,-0.065217391,-0.012158055,-0.04815864
"W01000940","Neath Port Talbot 008E","W06000012","Neath Port Talbot",1298,278,199,269,341,211,1297,269,205,263,346,214,-0.000770416,-0.032374101,0.030150754,-0.022304833,0.014662757,0.014218009
"W01000909","Neath Port Talbot 009A","W06000012","Neath Port Talbot",1145,170,148,186,298,343,1194,184,163,185,311,351,0.04279476,0.082352941,0.101351351,-0.005376344,0.043624161,0.023323615
"W01000910","Neath Port Talbot 009B","W06000012","Neath Port Talbot",1426,176,187,222,434,407,1417,177,190,222,433,395,-0.00631136,0.005681818,0.016042781,0,-0.002304147,-0.029484029
"W01000911","Neath Port Talbot 009C","W06000012","Neath Port Talbot",1202,194,170,220,378,240,1200,178,169,227,378,248,-0.001663894,-0.082474227,-0.005882353,0.031818182,0,0.033333333
"W01000969","Neath Port Talbot 009D","W06000012","Neath Port Talbot",1225,140,197,171,462,255,1228,133,199,169,460,267,0.00244898,-0.05,0.010152284,-0.011695906,-0.004329004,0.047058824
"W01000912","Neath Port Talbot 010A","W06000012","Neath Port Talbot",1155,176,171,210,331,267,1136,171,175,205,334,251,-0.016450216,-0.028409091,0.023391813,-0.023809524,0.009063444,-0.059925094
"W01000913","Neath Port Talbot 010B","W06000012","Neath Port Talbot",1188,172,222,230,304,260,1132,164,211,215,294,248,-0.047138047,-0.046511628,-0.04954955,-0.065217391,-0.032894737,-0.046153846
"W01000914","Neath Port Talbot 010C","W06000012","Neath Port Talbot",1652,343,288,336,407,278,1636,334,286,336,398,282,-0.00968523,-0.026239067,-0.006944444,0,-0.022113022,0.014388489
"W01000915","Neath Port Talbot 010D","W06000012","Neath Port Talbot",1222,229,198,249,318,228,1249,244,208,244,323,230,0.022094926,0.065502183,0.050505051,-0.020080321,0.01572327,0.00877193
"W01000916","Neath Port Talbot 010E","W06000012","Neath Port Talbot",1214,209,202,261,311,231,1220,212,202,261,303,242,0.004942339,0.014354067,0,0,-0.025723473,0.047619048
"W01000917","Neath Port Talbot 010F","W06000012","Neath Port Talbot",3516,691,624,912,815,474,3586,703,638,925,830,490,0.019908987,0.017366136,0.022435897,0.014254386,0.018404908,0.033755274
"W01000920","Neath Port Talbot 011A","W06000012","Neath Port Talbot",1252,223,206,213,356,254,1247,211,209,209,369,249,-0.00399361,-0.053811659,0.014563107,-0.018779343,0.036516854,-0.019685039
"W01000921","Neath Port Talbot 011B","W06000012","Neath Port Talbot",1554,292,289,247,430,296,1582,313,295,252,427,295,0.018018018,0.071917808,0.020761246,0.020242915,-0.006976744,-0.003378378
"W01000924","Neath Port Talbot 011C","W06000012","Neath Port Talbot",1036,178,173,172,285,228,1026,177,163,171,300,215,-0.00965251,-0.005617978,-0.057803468,-0.005813953,0.052631579,-0.057017544
"W01000930","Neath Port Talbot 011D","W06000012","Neath Port Talbot",1300,233,243,204,337,283,1330,243,246,208,350,283,0.023076923,0.042918455,0.012345679,0.019607843,0.038575668,0
"W01000936","Neath Port Talbot 012A","W06000012","Neath Port Talbot",1478,297,284,268,425,204,1475,289,290,264,435,197,-0.00202977,-0.026936027,0.021126761,-0.014925373,0.023529412,-0.034313725
"W01000941","Neath Port Talbot 012B","W06000012","Neath Port Talbot",1555,332,245,285,452,241,1577,354,262,276,448,237,0.01414791,0.06626506,0.069387755,-0.031578947,-0.008849558,-0.01659751
"W01000942","Neath Port Talbot 012C","W06000012","Neath Port Talbot",1860,421,318,371,454,296,1914,430,330,387,460,307,0.029032258,0.021377672,0.037735849,0.043126685,0.013215859,0.037162162
"W01000943","Neath Port Talbot 012D","W06000012","Neath Port Talbot",1620,294,227,270,478,351,1545,284,214,254,453,340,-0.046296296,-0.034013605,-0.057268722,-0.059259259,-0.052301255,-0.031339031
"W01000894","Neath Port Talbot 013A","W06000012","Neath Port Talbot",1399,228,198,230,376,367,1400,235,204,232,371,358,0.000714796,0.030701754,0.03030303,0.008695652,-0.013297872,-0.024523161
"W01000895","Neath Port Talbot 013B","W06000012","Neath Port Talbot",1482,265,264,285,405,263,1485,267,268,282,403,265,0.002024291,0.00754717,0.015151515,-0.010526316,-0.004938272,0.007604563
"W01000896","Neath Port Talbot 013C","W06000012","Neath Port Talbot",1639,375,340,292,427,205,1634,356,347,294,414,223,-0.003050641,-0.050666667,0.020588235,0.006849315,-0.030444965,0.087804878
"W01000897","Neath Port Talbot 013D","W06000012","Neath Port Talbot",1323,199,217,260,359,288,1331,208,226,271,346,280,0.006046863,0.045226131,0.041474654,0.042307692,-0.036211699,-0.027777778
"W01000937","Neath Port Talbot 013E","W06000012","Neath Port Talbot",2145,395,357,473,583,337,2155,407,368,454,584,342,0.004662005,0.030379747,0.030812325,-0.040169133,0.001715266,0.014836795
"W01000898","Neath Port Talbot 014A","W06000012","Neath Port Talbot",1511,244,234,268,470,295,1520,238,233,271,454,324,0.00595632,-0.024590164,-0.004273504,0.01119403,-0.034042553,0.098305085
"W01000899","Neath Port Talbot 014B","W06000012","Neath Port Talbot",1864,313,294,345,531,381,1848,312,278,346,528,384,-0.008583691,-0.003194888,-0.054421769,0.002898551,-0.005649718,0.007874016
"W01000900","Neath Port Talbot 014C","W06000012","Neath Port Talbot",1584,250,263,245,477,349,1625,270,272,257,483,343,0.025883838,0.08,0.034220532,0.048979592,0.012578616,-0.017191977
"W01000901","Neath Port Talbot 014D","W06000012","Neath Port Talbot",1677,306,275,292,494,310,1697,304,271,302,491,329,0.011926058,-0.006535948,-0.014545455,0.034246575,-0.006072874,0.061290323
"W01000945","Neath Port Talbot 014E","W06000012","Neath Port Talbot",1153,181,159,234,351,228,1155,177,165,230,359,224,0.001734605,-0.022099448,0.037735849,-0.017094017,0.022792023,-0.01754386
"W01000889","Neath Port Talbot 015A","W06000012","Neath Port Talbot",1760,234,235,328,516,447,1754,236,228,330,518,442,-0.003409091,0.008547009,-0.029787234,0.006097561,0.003875969,-0.011185682
