"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01000003","Isle of Anglesey 001A","W06000001","Isle of Anglesey",2624,450,490,425,699,560,2573,443,471,409,680,570,-0.019435976,-0.015555556,-0.03877551,-0.037647059,-0.027181688,0.017857143
"W01000004","Isle of Anglesey 001B","W06000001","Isle of Anglesey",1225,187,140,125,362,411,1300,206,152,143,391,408,0.06122449,0.101604278,0.085714286,0.144,0.080110497,-0.00729927
"W01000018","Isle of Anglesey 001C","W06000001","Isle of Anglesey",1348,224,173,185,378,388,1302,209,167,186,366,374,-0.034124629,-0.066964286,-0.034682081,0.005405405,-0.031746032,-0.036082474
"W01000028","Isle of Anglesey 001D","W06000001","Isle of Anglesey",1948,397,295,322,535,399,1984,407,303,311,559,404,0.018480493,0.025188917,0.027118644,-0.034161491,0.044859813,0.012531328
"W01000031","Isle of Anglesey 001E","W06000001","Isle of Anglesey",1486,213,201,190,500,382,1495,220,197,190,502,386,0.006056528,0.03286385,-0.019900498,0,0.004,0.010471204
"W01000010","Isle of Anglesey 002A","W06000001","Isle of Anglesey",1946,230,211,228,568,709,1870,226,204,203,552,685,-0.039054471,-0.017391304,-0.033175355,-0.109649123,-0.028169014,-0.033850494
"W01000020","Isle of Anglesey 002B","W06000001","Isle of Anglesey",1281,169,168,145,396,403,1331,169,201,158,404,399,0.039032006,0,0.196428571,0.089655172,0.02020202,-0.009925558
"W01000021","Isle of Anglesey 002C","W06000001","Isle of Anglesey",2296,380,283,311,676,646,2265,359,277,297,681,651,-0.013501742,-0.055263158,-0.021201413,-0.045016077,0.00739645,0.007739938
"W01000032","Isle of Anglesey 002D","W06000001","Isle of Anglesey",995,125,120,100,284,366,993,131,121,104,281,356,-0.00201005,0.048,0.008333333,0.04,-0.01056338,-0.027322404
"W01000016","Isle of Anglesey 003A","W06000001","Isle of Anglesey",1299,274,270,287,300,168,1271,264,263,265,298,181,-0.021555042,-0.03649635,-0.025925926,-0.076655052,-0.006666667,0.077380952
"W01000017","Isle of Anglesey 003B","W06000001","Isle of Anglesey",1654,367,264,307,456,260,1631,353,275,296,449,258,-0.013905683,-0.038147139,0.041666667,-0.035830619,-0.015350877,-0.007692308
"W01000029","Isle of Anglesey 003C","W06000001","Isle of Anglesey",1527,363,231,278,358,297,1465,339,216,274,351,285,-0.040602489,-0.066115702,-0.064935065,-0.014388489,-0.019553073,-0.04040404
"W01000030","Isle of Anglesey 003D","W06000001","Isle of Anglesey",2307,497,394,416,556,444,2332,517,383,426,570,436,0.010836584,0.040241449,-0.027918782,0.024038462,0.025179856,-0.018018018
"W01000033","Isle of Anglesey 003E","W06000001","Isle of Anglesey",1482,305,256,227,395,299,1543,321,266,236,403,317,0.041160594,0.052459016,0.0390625,0.039647577,0.020253165,0.060200669
"W01000036","Isle of Anglesey 003F","W06000001","Isle of Anglesey",1030,192,218,198,254,168,1075,193,232,214,258,178,0.04368932,0.005208333,0.064220183,0.080808081,0.015748031,0.05952381
"W01000037","Isle of Anglesey 003G","W06000001","Isle of Anglesey",1169,198,149,210,335,277,1158,199,155,207,320,277,-0.009409752,0.005050505,0.040268456,-0.014285714,-0.044776119,0
"W01000022","Isle of Anglesey 004A","W06000001","Isle of Anglesey",1635,269,216,249,460,441,1593,252,213,239,467,422,-0.025688073,-0.063197026,-0.013888889,-0.040160643,0.015217391,-0.0430839
