"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"W01001295","Merthyr Tydfil 002A","W06000024","Merthyr Tydfil",1520,274,305,279,377,285,1485,262,297,279,364,283,-0.023026316,-0.04379562,-0.026229508,0,-0.034482759,-0.007017544
"W01001296","Merthyr Tydfil 002B","W06000024","Merthyr Tydfil",1650,259,287,286,486,332,1630,259,275,280,482,334,-0.012121212,0,-0.041811847,-0.020979021,-0.008230453,0.006024096
"W01001297","Merthyr Tydfil 002C","W06000024","Merthyr Tydfil",1812,318,339,421,493,241,1829,324,349,428,485,243,0.009381898,0.018867925,0.029498525,0.016627078,-0.016227181,0.008298755
"W01001298","Merthyr Tydfil 002D","W06000024","Merthyr Tydfil",1829,336,386,336,478,293,1849,327,388,355,488,291,0.010934937,-0.026785714,0.005181347,0.056547619,0.020920502,-0.006825939
"W01001310","Merthyr Tydfil 002E","W06000024","Merthyr Tydfil",1624,290,268,287,457,322,1633,288,273,281,454,337,0.005541872,-0.006896552,0.018656716,-0.020905923,-0.006564551,0.046583851
"W01001311","Merthyr Tydfil 002F","W06000024","Merthyr Tydfil",1161,239,240,237,256,189,1149,246,240,232,256,175,-0.010335917,0.029288703,0,-0.021097046,0,-0.074074074
"W01001291","Merthyr Tydfil 003A","W06000024","Merthyr Tydfil",2052,441,384,408,541,278,2041,436,380,406,540,279,-0.005360624,-0.011337868,-0.010416667,-0.004901961,-0.001848429,0.003597122
"W01001294","Merthyr Tydfil 003B","W06000024","Merthyr Tydfil",1752,283,243,326,471,429,1684,300,221,306,452,405,-0.038812785,0.060070671,-0.090534979,-0.061349693,-0.040339703,-0.055944056
"W01001305","Merthyr Tydfil 003C","W06000024","Merthyr Tydfil",1218,188,202,227,352,249,1209,174,204,221,349,261,-0.007389163,-0.074468085,0.00990099,-0.026431718,-0.008522727,0.048192771
"W01001306","Merthyr Tydfil 003D","W06000024","Merthyr Tydfil",1503,250,235,289,479,250,1541,261,233,303,484,260,0.025282768,0.044,-0.008510638,0.048442907,0.010438413,0.04
"W01001324","Merthyr Tydfil 003E","W06000024","Merthyr Tydfil",2128,330,300,364,595,539,2134,341,311,362,599,521,0.002819549,0.033333333,0.036666667,-0.005494505,0.006722689,-0.033395176
"W01001292","Merthyr Tydfil 004A","W06000024","Merthyr Tydfil",1768,448,339,333,422,226,1754,444,343,337,414,216,-0.007918552,-0.008928571,0.01179941,0.012012012,-0.018957346,-0.044247788
"W01001293","Merthyr Tydfil 004B","W06000024","Merthyr Tydfil",1728,308,288,330,436,366,1805,322,302,347,461,373,0.044560185,0.045454545,0.048611111,0.051515152,0.05733945,0.019125683
"W01001307","Merthyr Tydfil 004C","W06000024","Merthyr Tydfil",1540,250,263,252,456,319,1519,236,261,244,454,324,-0.013636364,-0.056,-0.007604563,-0.031746032,-0.004385965,0.015673981
"W01001315","Merthyr Tydfil 004D","W06000024","Merthyr Tydfil",1688,220,341,294,498,335,1755,262,358,299,498,338,0.039691943,0.190909091,0.049853372,0.017006803,0,0.008955224
"W01001314","Merthyr Tydfil 005A","W06000024","Merthyr Tydfil",2281,478,339,456,570,438,2267,466,341,461,579,420,-0.006137659,-0.025104603,0.005899705,0.010964912,0.015789474,-0.04109589
"W01001316","Merthyr Tydfil 005B","W06000024","Merthyr Tydfil",3080,609,557,637,803,474,3008,594,548,613,791,462,-0.023376623,-0.024630542,-0.016157989,-0.037676609,-0.01494396,-0.025316456
"W01001317","Merthyr Tydfil 005C","W06000024","Merthyr Tydfil",1598,291,254,284,422,347,1579,280,246,281,424,348,-0.011889862,-0.037800687,-0.031496063,-0.01056338,0.004739336,0.002881844
"W01001318","Merthyr Tydfil 005D","W06000024","Merthyr Tydfil",1566,241,276,261,451,337,1579,253,279,259,442,346,0.008301405,0.049792531,0.010869565,-0.007662835,-0.019955654,0.026706231
"W01001289","Merthyr Tydfil 006A","W06000024","Merthyr Tydfil",1384,234,211,254,381,304,1390,244,207,258,384,297,0.00433526,0.042735043,-0.018957346,0.015748031,0.007874016,-0.023026316
"W01001302","Merthyr Tydfil 006B","W06000024","Merthyr Tydfil",1176,248,233,189,318,188,1138,241,227,172,315,183,-0.032312925,-0.028225806,-0.025751073,-0.08994709,-0.009433962,-0.026595745
"W01001303","Merthyr Tydfil 006C","W06000024","Merthyr Tydfil",1153,256,228,213,314,142,1129,246,228,204,318,133,-0.020815265,-0.0390625,0,-0.042253521,0.012738854,-0.063380282
"W01001304","Merthyr Tydfil 006D","W06000024","Merthyr Tydfil",1470,237,297,216,421,299,1473,243,300,207,431,292,0.002040816,0.025316456,0.01010101,-0.041666667,0.023752969,-0.023411371
"W01001312","Merthyr Tydfil 006E","W06000024","Merthyr Tydfil",1463,225,221,216,370,431,1529,227,223,222,392,465,0.045112782,0.008888889,0.009049774,0.027777778,0.059459459,0.078886311
"W01001313","Merthyr Tydfil 006F","W06000024","Merthyr Tydfil",1524,262,284,274,414,290,1521,259,278,280,401,303,-0.001968504,-0.011450382,-0.021126761,0.02189781,-0.031400966,0.044827586
"W01001290","Merthyr Tydfil 007A","W06000024","Merthyr Tydfil",2149,415,408,396,590,340,2126,403,404,388,595,336,-0.010702652,-0.028915663,-0.009803922,-0.02020202,0.008474576,-0.011764706
"W01001319","Merthyr Tydfil 007B","W06000024","Merthyr Tydfil",1744,243,306,334,563,298,1821,265,298,375,571,312,0.044151376,0.090534979,-0.026143791,0.122754491,0.014209591,0.046979866
"W01001320","Merthyr Tydfil 007C","W06000024","Merthyr Tydfil",1428,219,222,248,470,269,1443,225,222,258,461,277,0.010504202,0.02739726,0,0.040322581,-0.019148936,0.029739777
"W01001321","Merthyr Tydfil 007D","W06000024","Merthyr Tydfil",1601,327,317,316,373,268,1573,325,313,297,368,270,-0.017489069,-0.006116208,-0.012618297,-0.060126582,-0.013404826,0.007462687
"W01001322","Merthyr Tydfil 007E","W06000024","Merthyr Tydfil",1687,293,309,321,419,345,1574,271,297,276,399,331,-0.06698281,-0.075085324,-0.038834951,-0.140186916,-0.047732697,-0.04057971
"W01001299","Merthyr Tydfil 008A","W06000024","Merthyr Tydfil",1610,403,323,275,376,233,1637,399,320,291,392,235,0.016770186,-0.009925558,-0.009287926,0.058181818,0.042553191,0.008583691
"W01001300","Merthyr Tydfil 008B","W06000024","Merthyr Tydfil",1880,438,344,362,389,347,1883,436,349,366,392,340,0.001595745,-0.00456621,0.014534884,0.011049724,0.007712082,-0.020172911
"W01001301","Merthyr Tydfil 008C","W06000024","Merthyr Tydfil",1917,460,331,398,472,256,1922,456,326,397,475,268,0.002608242,-0.008695652,-0.01510574,-0.002512563,0.006355932,0.046875
"W01001308","Merthyr Tydfil 008D","W06000024","Merthyr Tydfil",1324,366,278,223,296,161,1296,355,274,221,293,153,-0.021148036,-0.030054645,-0.014388489,-0.00896861,-0.010135135,-0.049689441
"W01001309","Merthyr Tydfil 008E","W06000024","Merthyr Tydfil",1348,336,241,243,310,218,1347,330,240,253,306,218,-0.00074184,-0.017857143,-0.004149378,0.041152263,-0.012903226,0
"W01001898","Merthyr Tydfil 008F","W06000024","Merthyr Tydfil",1454,239,228,254,431,302,1462,243,228,260,423,308,0.005502063,0.016736402,0,0.023622047,-0.018561485,0.01986755
