"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"E01023576","Hertsmere 001A","E07000098","Hertsmere",1525,186,244,168,428,499,1536,198,231,178,422,507,0.007213115,0.064516129,-0.053278689,0.05952381,-0.014018692,0.016032064
"E01023577","Hertsmere 001B","E07000098","Hertsmere",1659,232,238,207,424,558,1662,244,234,203,427,554,0.001808318,0.051724138,-0.016806723,-0.019323671,0.007075472,-0.007168459
"E01023578","Hertsmere 001C","E07000098","Hertsmere",1659,212,248,210,471,518,1691,212,258,220,472,529,0.019288728,0,0.040322581,0.047619048,0.002123142,0.021235521
"E01023579","Hertsmere 001D","E07000098","Hertsmere",1439,234,342,275,344,244,1409,233,336,275,339,226,-0.020847811,-0.004273504,-0.01754386,0,-0.014534884,-0.073770492
"E01023580","Hertsmere 001E","E07000098","Hertsmere",1909,354,313,361,468,413,1963,367,325,371,476,424,0.028287061,0.036723164,0.038338658,0.027700831,0.017094017,0.026634383
"E01023567","Hertsmere 002A","E07000098","Hertsmere",2062,444,345,327,601,345,2035,440,334,326,587,348,-0.013094083,-0.009009009,-0.031884058,-0.003058104,-0.023294509,0.008695652
"E01023568","Hertsmere 002B","E07000098","Hertsmere",1520,237,209,199,429,446,1511,229,205,200,430,447,-0.005921053,-0.033755274,-0.019138756,0.005025126,0.002331002,0.002242152
"E01023569","Hertsmere 002C","E07000098","Hertsmere",1687,416,257,264,482,268,1689,413,254,262,484,276,0.001185536,-0.007211538,-0.011673152,-0.007575758,0.004149378,0.029850746
"E01023570","Hertsmere 002D","E07000098","Hertsmere",1497,243,325,269,414,246,1513,251,336,263,417,246,0.010688043,0.032921811,0.033846154,-0.022304833,0.007246377,0
"E01023571","Hertsmere 003A","E07000098","Hertsmere",1548,265,187,256,368,472,1543,271,181,254,371,466,-0.003229974,0.022641509,-0.032085561,-0.0078125,0.008152174,-0.012711864
"E01023572","Hertsmere 003B","E07000098","Hertsmere",1488,255,238,285,425,285,1491,254,243,293,433,268,0.002016129,-0.003921569,0.021008403,0.028070175,0.018823529,-0.059649123
"E01023573","Hertsmere 003C","E07000098","Hertsmere",1282,237,310,225,313,197,1280,235,307,219,311,208,-0.001560062,-0.008438819,-0.009677419,-0.026666667,-0.006389776,0.055837563
"E01023574","Hertsmere 003D","E07000098","Hertsmere",1631,343,311,312,419,246,1634,348,312,309,416,249,0.001839362,0.014577259,0.003215434,-0.009615385,-0.007159905,0.012195122
"E01023575","Hertsmere 003E","E07000098","Hertsmere",1639,299,307,269,477,287,1647,302,313,264,475,293,0.004881025,0.010033445,0.019543974,-0.018587361,-0.004192872,0.020905923
"E01023581","Hertsmere 004A","E07000098","Hertsmere",1318,329,138,287,383,181,1317,326,134,292,384,181,-0.000758725,-0.009118541,-0.028985507,0.017421603,0.002610966,0
"E01023582","Hertsmere 004B","E07000098","Hertsmere",1731,395,226,341,458,311,1709,397,231,343,452,286,-0.012709417,0.005063291,0.022123894,0.005865103,-0.013100437,-0.080385852
"E01023583","Hertsmere 004C","E07000098","Hertsmere",1436,308,212,263,382,271,1418,315,207,253,375,268,-0.012534819,0.022727273,-0.023584906,-0.038022814,-0.018324607,-0.011070111
"E01023584","Hertsmere 004D","E07000098","Hertsmere",1077,218,163,212,295,189,1078,216,163,200,294,205,0.000928505,-0.009174312,0,-0.056603774,-0.003389831,0.084656085
"E01023523","Hertsmere 005A","E07000098","Hertsmere",1738,374,244,263,511,346,1697,362,234,258,510,333,-0.023590334,-0.032085561,-0.040983607,-0.019011407,-0.001956947,-0.037572254
"E01023524","Hertsmere 005B","E07000098","Hertsmere",1494,314,209,183,458,330,1503,314,209,188,456,336,0.006024096,0,0,0.027322404,-0.004366812,0.018181818
"E01023525","Hertsmere 005C","E07000098","Hertsmere",1739,333,224,421,436,325,1711,351,226,424,411,299,-0.016101208,0.054054054,0.008928571,0.007125891,-0.05733945,-0.08
"E01023526","Hertsmere 005D","E07000098","Hertsmere",1745,349,194,269,503,430,1757,346,205,279,503,424,0.006876791,-0.008595989,0.056701031,0.037174721,0,-0.013953488
"E01023527","Hertsmere 005E","E07000098","Hertsmere",1448,304,200,248,416,280,1492,298,202,251,422,319,0.03038674,-0.019736842,0.01,0.012096774,0.014423077,0.139285714
"E01023534","Hertsmere 006A","E07000098","Hertsmere",1672,376,307,339,451,199,1690,387,301,339,450,213,0.01076555,0.029255319,-0.019543974,0,-0.002217295,0.070351759
"E01023535","Hertsmere 006B","E07000098","Hertsmere",1783,415,264,372,468,264,1855,428,287,394,486,260,0.04038138,0.031325301,0.087121212,0.059139785,0.038461538,-0.015151515
"E01023536","Hertsmere 006C","E07000098","Hertsmere",1674,403,314,343,385,229,1599,363,286,331,383,236,-0.044802867,-0.099255583,-0.089171975,-0.034985423,-0.005194805,0.030567686
"E01023537","Hertsmere 006D","E07000098","Hertsmere",2006,467,327,441,469,302,2017,467,327,447,474,302,0.005483549,0,0,0.013605442,0.010660981,0
"E01023538","Hertsmere 006E","E07000098","Hertsmere",1764,368,251,385,443,317,1749,368,253,383,434,311,-0.008503401,0,0.007968127,-0.005194805,-0.020316027,-0.018927445
"E01023529","Hertsmere 007A","E07000098","Hertsmere",1531,376,258,349,373,175,1557,391,256,361,386,163,0.016982364,0.039893617,-0.007751938,0.034383954,0.034852547,-0.068571429
"E01023530","Hertsmere 007B","E07000098","Hertsmere",1379,345,207,358,295,174,1388,352,193,359,305,179,0.006526468,0.020289855,-0.06763285,0.002793296,0.033898305,0.028735632
"E01023531","Hertsmere 007C","E07000098","Hertsmere",2138,580,343,525,438,252,2136,573,350,518,442,253,-0.000935454,-0.012068966,0.020408163,-0.013333333,0.00913242,0.003968254
"E01023532","Hertsmere 007D","E07000098","Hertsmere",1660,391,233,407,385,244,1678,407,235,412,386,238,0.010843373,0.040920716,0.008583691,0.012285012,0.002597403,-0.024590164
"E01023533","Hertsmere 007E","E07000098","Hertsmere",1627,392,267,347,409,212,1639,407,278,344,391,219,0.007375538,0.038265306,0.041198502,-0.008645533,-0.04400978,0.033018868
"E01023552","Hertsmere 008A","E07000098","Hertsmere",1732,358,283,329,497,265,1699,331,278,332,491,267,-0.019053118,-0.075418994,-0.017667845,0.009118541,-0.012072435,0.00754717
"E01023553","Hertsmere 008B","E07000098","Hertsmere",2294,520,461,481,535,297,2362,522,475,523,542,300,0.029642546,0.003846154,0.030368764,0.087318087,0.013084112,0.01010101
"E01023554","Hertsmere 008C","E07000098","Hertsmere",1739,381,314,456,415,173,1713,372,315,434,416,176,-0.014951121,-0.023622047,0.003184713,-0.048245614,0.002409639,0.01734104
"E01023555","Hertsmere 008D","E07000098","Hertsmere",1728,362,265,338,488,275,1741,359,268,346,488,280,0.007523148,-0.008287293,0.011320755,0.023668639,0,0.018181818
"E01023544","Hertsmere 009A","E07000098","Hertsmere",1149,246,166,235,321,181,1180,257,175,246,317,185,0.026979983,0.044715447,0.054216867,0.046808511,-0.012461059,0.022099448
"E01023545","Hertsmere 009B","E07000098","Hertsmere",1485,307,235,458,345,140,1497,313,245,465,330,144,0.008080808,0.019543974,0.042553191,0.015283843,-0.043478261,0.028571429
"E01023546","Hertsmere 009C","E07000098","Hertsmere",1833,454,277,440,450,212,1799,438,271,439,439,212,-0.018548827,-0.035242291,-0.02166065,-0.002272727,-0.024444444,0
"E01023547","Hertsmere 009D","E07000098","Hertsmere",1742,413,332,395,431,171,1780,421,334,401,439,185,0.021814007,0.01937046,0.006024096,0.015189873,0.018561485,0.081871345
"E01023528","Hertsmere 010A","E07000098","Hertsmere",1629,303,298,288,441,299,1605,296,291,298,429,291,-0.014732965,-0.02310231,-0.023489933,0.034722222,-0.027210884,-0.026755853
"E01023564","Hertsmere 010B","E07000098","Hertsmere",1770,384,279,350,489,268,1758,371,275,352,494,266,-0.006779661,-0.033854167,-0.014336918,0.005714286,0.010224949,-0.007462687
"E01023565","Hertsmere 010C","E07000098","Hertsmere",1794,411,269,357,439,318,1811,422,273,360,446,310,0.009476031,0.02676399,0.014869888,0.008403361,0.01594533,-0.025157233
