"Code","Name","LA_code","LA_name","Orig_All","Orig_0to15","Orig_16to29","Orig_30to44","Orig_45to64","Orig_65plus","Rev_All","Rev_0to15","Rev_16to29","Rev_30to44","Rev_45to64","Rev_65plus","Diff_All","Diff_0to15","Diff_16to29","Diff_30to44","Diff_45to64","Diff_65plus"
"E01010434","Wolverhampton 001A","E08000031","Wolverhampton",1674,354,296,342,386,296,1675,357,290,339,400,289,0.000597372,0.008474576,-0.02027027,-0.00877193,0.03626943,-0.023648649
"E01010436","Wolverhampton 001B","E08000031","Wolverhampton",1463,206,218,229,476,334,1435,181,209,218,487,340,-0.019138756,-0.121359223,-0.041284404,-0.048034934,0.023109244,0.017964072
"E01010437","Wolverhampton 001C","E08000031","Wolverhampton",1164,173,181,209,379,222,1176,177,184,212,375,228,0.010309278,0.023121387,0.016574586,0.014354067,-0.01055409,0.027027027
"E01010438","Wolverhampton 001D","E08000031","Wolverhampton",1363,200,209,212,374,368,1415,225,226,222,376,366,0.038151137,0.125,0.081339713,0.047169811,0.005347594,-0.005434783
"E01010439","Wolverhampton 001E","E08000031","Wolverhampton",1402,294,231,226,336,315,1416,323,235,215,333,310,0.009985735,0.098639456,0.017316017,-0.048672566,-0.008928571,-0.015873016
"E01010440","Wolverhampton 001F","E08000031","Wolverhampton",1513,282,270,235,396,330,1527,285,271,237,391,343,0.009253139,0.010638298,0.003703704,0.008510638,-0.012626263,0.039393939
"E01010441","Wolverhampton 001G","E08000031","Wolverhampton",1397,318,237,236,356,250,1370,296,237,240,348,249,-0.01932713,-0.06918239,0,0.016949153,-0.02247191,-0.004
"E01010495","Wolverhampton 002A","E08000031","Wolverhampton",1699,332,258,353,415,341,1682,329,252,343,414,344,-0.010005886,-0.009036145,-0.023255814,-0.028328612,-0.002409639,0.008797654
"E01010497","Wolverhampton 002B","E08000031","Wolverhampton",1209,178,207,223,406,195,1207,182,196,222,406,201,-0.00165426,0.02247191,-0.053140097,-0.004484305,0,0.030769231
"E01010499","Wolverhampton 002C","E08000031","Wolverhampton",1439,296,251,255,384,253,1447,293,244,263,387,260,0.005559416,-0.010135135,-0.027888446,0.031372549,0.0078125,0.027667984
