"Code","Name","LA_code","LA_name","All","X0to15","X16to29","X30to44","X45to64","X65plus"
"E01009166","Birmingham 131A","E08000025","Birmingham",-0.012967201,-0.030508475,-0.003984064,-0.013422819,-0.016666667,0.011976048
