"Code","Name","LA_code","LA_name","All","X0to15","X16to29","X30to44","X45to64","X65plus"
"E01018599","Cheshire East 007B","E06000049","Cheshire East",0.013032146,0.033333333,-0.02020202,-0.006896552,0.002659574,0.031339031
