"Code","Name","LA_code","LA_name","All","X0to15","X16to29","X30to44","X45to64","X65plus"
"E01002246","Havering 017A","E09000016","Havering",0.052631579,0.029739777,0.026315789,-0.013986014,-0.004587156,0.186635945
