"Code","Name","LA_code","LA_name","All","X0to15","X16to29","X30to44","X45to64","X65plus"
"E01018793","Cornwall 026D","E06000052","Cornwall",-0.018765133,-0.029126214,0,-0.003508772,-0.032323232,-0.014409222
