"Code","Name","LA_code","LA_name","All","X0to15","X16to29","X30to44","X45to64","X65plus"
"E01030668","Runnymede 001B","E07000212","Runnymede",-0.024813896,0.025316456,-0.051948052,-0.039045553,-0.017391304,0.014336918
