"Code","Name","LA_code","LA_name","All","X0to15","X16to29","X30to44","X45to64","X65plus"
"E01017173","Southampton 014C","E06000045","Southampton",-0.011979823,0.014534884,-0.019736842,-0.025157233,-0.005347594,-0.032520325
