"Code","Name","LA_code","LA_name","All","X0to15","X16to29","X30to44","X45to64","X65plus"
"E01008740","Sunderland 022A","E08000024","Sunderland",0.0055517,-0.021505376,-0.009478673,-0.004878049,0.017156863,0.018561485
